,Unnamed: 0,refs,del_25,model_corrected
8284,83008,male smoking history and current h pylori infection were all significantly related to the presence of peptic ulcer,male smoking history h pylori infection were all related to the presence of peptic ulcer,male smoking history and h pylori infection were all related to the presence of peptic ulcer
8285,83009,age current and previous h pylori infection were risk factors significantly associated with precancerous lesions,age current and previous h pylori infection were risk factors significantly associated with precancerous lesions,age current and previous h pylori infection were risk factors significantly associated with precancerous lesions
8286,83010,upper gi pathology as a sequelae of h pylori infection is common in asymptomatic chinese,upper gi pathology as a sequelae of h pylori infection is common in asymptomatic chinese,upper gi pathology as a sequelae of h pylori infection is common in asymptomatic chinese patients
8287,83011,these findings support institution of a nationwide test and treat program to eradicate h pylori in china,these support institution a nationwide test and treat program to eradicate pylori in china,these support institution a nationwide test and treat program to eradicate h pylori in china
8288,83012,clinical implications for motor phenotypes of parkinsons disease  remain to be further elucidated particularly at the early stages of the disease,clinical implications for motor phenotypes of parkinsons disease remain to further elucidated particularly at the early stages of the disease,clinical implications for motor phenotypes of parkinsons disease remain to be further elucidated particularly at the early stages of the disease
8289,83013,we aimed to compare the nonmotor and fallrelated features between tremordominant  and postural instabilitygait difficulty  subtypes in patients with early pd,we aimed compare nonmotor and fallrelated features between tremordominant and postural instabilitygait difficulty subtypes in patients with early pd,we aimed to compare nonmotor and postural instabilitygait difficulty subtypes in patients with early pd
8290,83014,pd was categorized into td intermediate and pigd types according to the literature,pd categorized into intermediate and pigd types according to the literature,pd was categorized into intermediate and pigd types according to the literature
8291,83015,not only motor symptoms but also nonmotor symptoms for global cognition depression anxiety fatigue and dysautonomia were measured in detail,not only motor symptoms but also nonmotor symptoms for global depression anxiety fatigue and dysautonomia were in detail,not only motor symptoms but also nonmotor symptoms for global depression anxiety fatigue and dysautonomia were analysed in detail
8292,83016,in addition fallrelated features including a previous history of falls fear of fall measurement and gait freezing were assessed,in addition fallrelated features including a previous history of fear of fall measurement and gait freezing were assessed,in addition fallrelated features including a previous history of fear of fall measurement and gait freezing were assessed
8293,83017,compared with the td group the pigd group showed higher fatigue gastrointestinal dysfunction and fallrelated parameter scores,compared with the td the pigd group showed higher fatigue gastrointestinal dysfunction and fallrelated parameter scores,compared with the td group the pigd group showed higher fatigue gastrointestinal dysfunction and fallrelated parameter scores
8294,83018,moreover the pigd scores were significantly correlated with all of those symptoms,moreover the scores were significantly correlated with all of those symptoms,moreover the scores were significantly correlated with all of those symptoms
8295,83019,our findings suggest that pigd is significantly linked to fatigue gastrointestinal dysfunction and fallrelated features during the early stages of pd,our findings suggest that pigd significantly linked to fatigue gastrointestinal and fallrelated features during the stages of pd,our findings suggest that pigd was significantly linked to fatigue gastrointestinal and fallrelated features during the early stages of pd
8296,83020,nausea  is a symptom and not an independent disease pattern,nausea a symptom and not an disease pattern,nausea was a symptom and not an underlying disease pattern
8297,83021,this makes it difficult to give an accurate number of the incidences in the elderly population,this makes it difficult to give number of the incidences the elderly population,this makes it difficult to give the number of the incidences in the elderly population
8298,83022,considering the changes in the manifestations of cd this study aimed to determine anthropometric indices and clinical indications in children with cd,considering the changes in the of cd this aimed to determine and clinical indications in with cd,considering the changes in the course of cd this study aimed to determine prevalence and clinical indications in patients with cd
8299,83023,the anthropometric indices were presented based on the criteria of the center for disease control and prevention  and world health organization ,indices were presented based on the criteria of the center for disease and prevention and world health organization,indices were presented based on the criteria of the center for disease and prevention and world health organization 
8300,83024,the prevalent symptoms were assessed as well,the prevalent symptoms were assessed as well,the prevalent symptoms were assessed as well
8301,83025,furthermore the most common symptoms among the children were abdominal pain  skeletal pain  constipation  and anemia ,furthermore the most common among the children were abdominal pain skeletal pain constipation and anemia,furthermore the most common complaints among the children were abdominal pain  skeletal pain constipation and anemia
8302,83026,to sum up the results clearly indicated that growth failure and low height weight and bmi were prevalent among the children with cd,to sum up the results indicated that growth failure and low height weight and bmi were prevalent among the children with cd,growth failure and low height weight and bmi were prevalent among the children with cd
8303,83027,moreover in addition to gastrointestinal symptoms a considerable number of patients had skeletal pain and anemia,moreover addition to gastrointestinal symptoms a considerable number of patients had and,moreover in addition to gastrointestinal symptoms a considerable number of patients had mild and moderate symptoms
8304,83028,necrotizing enterocolitis  is a common devastating inflammatory gastrointestinal disease and frequently occurs in premature infants,necrotizing enterocolitis is a common devastating inflammatory gastrointestinal disease and frequently occurs in premature,necrotizing enterocolitis is a common devastating inflammatory gastrointestinal disease and frequently occurs in premature infants
8305,83029,here we reported a case of lateonset nec in a term neonate with good outcome after surgery for longterm followup,here we reported a case nec in a term neonate with good outcome after surgery for longterm followup,here we reported a case of nec in a term neonate with good outcome after surgery for longterm followup
8306,83030,tenweekold male came to emergency unit due to prolonged diarrhea and abdominal distention,tenweekold male came to emergency unit due to prolonged diarrhea and abdominal distention,tenweekold male came to emergency unit due to prolonged diarrhea and abdominal distention
8307,83031,he had no history of formula feeding,had no history of formula feeding,had no history of formula feeding
8308,83032,two weeks before admitted to the hospital the patient had frequent diarrhea with fever,two weeks before admitted to the hospital the had frequent with fever,two weeks before admitted to the hospital the patient had frequent diarrhea with fever
8309,83033,he was found lethargic with abdominal distention absence of bowel sounds and abdominal tenderness,he was found lethargic with abdominal distention absence of bowel sounds and abdominal tenderness,he was found lethargic with abdominal distention absence of bowel sounds and abdominal tenderness
8310,83034,plain abdominal xray and ct scan showed gastric and intestinal dilatation and gasless colon suggesting a small bowel obstruction and bowel wall thickening indicating peritonitis without any free subdiaphragmatic air ,plain abdominal xray and ct scan showed gastric and intestinal dilatation and colon suggesting a small bowel obstruction bowel wall thickening peritonitis without any free subdiaphragmatic air,plain abdominal xray and ct scan showed gastric and intestinal dilatation and colon obstruction suggesting a small bowel obstruction bowel wall thickening peritonitis without any free subdiaphragmatic air
8311,83035,moreover the patient did not have a congenital heart disease,moreover the patient did not have a congenital heart disease,moreover the patient did not have a congenital heart disease
8312,83036,while in intensive medical treatment he showed a continuous clinical deterioration,while in intensive medical treatment he showed a continuous deterioration,while in intensive medical treatment he showed a continuous deterioration
8313,83037,subsequently we performed a doublebarrel ileostomy through a separate incision from the laparotomy,subsequently we performed a ileostomy through a separate from the laparotomy,subsequently we performed a ileostomy through a separate procedure from the laparotomy
8314,83038,histopathological findings confirmed the diagnosis of nec,histopathological findings confirmed of nec,histopathological findings confirmed the diagnosis of nec
8315,83039,the patient was discharged uneventfully a month after stoma closure,patient was uneventfully a month after stoma closure,patient was discharged uneventfully a month after stoma closure
8316,83040,abdominal ct scan might be useful to establish an early recognition of lateonset nec thus immediate surgical intervention might be performed to decrease its morbidity and mortality,abdominal ct scan might useful to establish early recognition of lateonset nec thus immediate surgical intervention might be performed to decrease its morbidity and mortality,abdominal ct scan might be useful to establish early recognition of lateonset nec thus immediate surgical intervention might also be performed to decrease its morbidity and mortality
8317,83041,moreover lateonset nec in term neonates might occur without any risk factors or significant comorbidities,moreover lateonset nec in term neonates might occur without any or significant comorbidities,moreover lateonset nec in term neonates might occur without any serious or significant comorbidities
8318,83042,intestinal ganglioneuromatosis  is a rare disorder of the enteric nervous system,intestinal ganglioneuromatosis is a rare disorder of enteric nervous system,intestinal ganglioneuromatosis is a rare disorder of the enteric nervous system
8319,83043,isolated gns are rare and sporadic,isolated are rare and sporadic,isolated cases are rare and sporadic
8320,83044,clinical symptom vary and depend on the size and on the location of the gns,clinical symptom vary and depend on the size and on the location of the gns,clinical symptom rates vary and depend on the size and on location of the gns
8321,83045,this disorder affects intestinal motility and it consequently causes changes in bowel habits abdominal pain occlusive symptoms and rarely lower gastrointestinal bleeding secondary to ulceration of the intestinal mucosa,this disorder affects intestinal motility and it causes changes bowel habits abdominal pain occlusive symptoms and rarely lower gastrointestinal bleeding secondary to ulceration of the intestinal mucosa,this disorder affects intestinal motility and it causes changes in bowel habits abdominal pain occlusive symptoms and rarely lower gastrointestinal bleeding secondary to ulceration of the intestinal mucosa
8322,83046,on the other hand patients can remain asymptomatic for many years,on the other hand asymptomatic for many years,on the other hand he was asymptomatic for many years
8323,83047,no familial history for gastrointestinal disorders,no familial history for gastrointestinal disorders,no familial history for gastrointestinal disorders
8324,83048,no history of fever or weight loss,no of fever or weight,no signs of fever or weight loss
8325,83049,at physical examination he had diffused abdominal pain,at physical examination he had diffused abdominal,at physical examination he had diffused abdominal pain
8326,83050,routine blood tests were normal but fecal occult blood test was positive,blood tests were but fecal occult blood was positive,blood tests were negative but fecal occult blood was positive
8327,83051,colonoscopy showed in the cecum an invaginated polypoid lesion of the terminal ileal loop,colonoscopy showed in cecum an invaginated polypoid lesion of the terminal ileal loop,colonoscopy showed in the cecum an invaginated polypoid lesion of the terminal ileal loop
8328,83052,laparoscopic resection of the polypoid lesion was performed,laparoscopic resection of polypoid lesion was performed,laparoscopic resection of the polypoid lesion was performed
8329,83053,histological diagnosis of the large neoplasm observed in the terminal ileum was diffuse ganglioneuromatosis,histological of the large neoplasm observed in the terminal ileum was diffuse ganglioneuromatosis,histological examination of the large neoplasm observed in the terminal ileum was diffuse ganglioneuromatosis
8330,83054,only few cases are reported in literature of ig in pediatric age,only cases are reported in literature of ig in pediatric age,only two cases are reported in literature of ig in pediatric age
8331,83055,although rare the present case suggests that this disorder must be taken in consideration in every patient with gi symptoms such as abdominal pain constipation lower intestinal bleeding in order to avoid a delayed diagnosis,although rare the present case suggests that this disorder must be taken in consideration every patient with gi symptoms such as abdominal pain constipation lower intestinal bleeding in order to avoid a delayed diagnosis,although rare the present case suggests that this disorder must be taken in consideration every patient with gi symptoms such as abdominal pain constipation and lower intestinal bleeding in order to avoid a delayed diagnosis
8332,83056,the combination of nifedipine and atenolol must be evaluated in terms of risks and benefits to the hypertensive patient,the combination of atenolol must evaluated in terms of risks and benefits to the patient,the combination of atenolol must be evaluated in terms of risks and benefits to the patient
8333,83057,disadvantages with singleagent therapy justify trials of combination regimens,disadvantages with singleagent therapy justify trials of combination regimens,disadvantages with singleagent therapy justify trials of combination regimens
8334,83058,betablockers may be unacceptable to some patients because of gastrointestinal upset musculoskeletal symptoms tiredness malaise insomnia depression or confusion sweating breathlessness or cold extremities,betablockers be unacceptable to some patients of gastrointestinal upset musculoskeletal symptoms tiredness malaise insomnia depression or confusion sweating or extremities,betablockers may be unacceptable to some patients because of gastrointestinal upset musculoskeletal symptoms tiredness malaise insomnia depression or confusion sweating or extremities
8335,83059,the side effect profile varies from patient to patient and between different betablockers,the effect profile varies from patient to and between betablockers,the effect profile varies from patient to patient and between betablockers
8336,83060,calcium antagonists also have characteristic side effects including severe headaches flushing and oedema tachycardia and possibly worrying palpitations and polyuria,calcium antagonists also characteristic side effects including severe headaches flushing and oedema tachycardia and possibly worrying palpitations and polyuria,calcium antagonists also caused characteristic side effects including severe headaches flushing and oedema tachycardia and possibly worrying palpitations and polyuria
8337,83061,combining a calcium antagonist and a betablocker can reduce some side effects for example tachycardia is offset by addition of betablocker to calcium antagonist therapy and betablockerinduced cold extremities may be reversed with a drug such as nifedipine,combining a calcium antagonist and a reduce some side effects for example tachycardia is offset by addition of betablocker to calcium antagonist therapy and betablockerinduced cold extremities may be reversed with a drug such nifedipine,combining a calcium antagonist and a betablocker to reduce some side effects for example tachycardia is offset by the addition of an extrahydrolysis to calcium receptor antagonist therapy  and the acute cold extremities may be reversed with a drug such as nifedipine
8338,83062,moreover the antihypertensive efficacy is increased which is useful in previously resistant patients,moreover the antihypertensive efficacy is which is useful in previously resistant,moreover the antihypertensive efficacy is low which is useful in previously resistant patients
8339,83063,however an excessive fall in blood pressure is a possible adverse effect of the combination,however an excessive fall in blood pressure is a possible effect the combination,however an excessive fall in blood pressure is a possible effect of the combination
8340,83064,there is also the possibility of precipitating heart failure in patients with cardiomegaly and severely compromised left ventricular function,is also the possibility precipitating heart failure in patients with cardiomegaly and severely compromised left function,thereis also the possibility of precipitating heart failure in patients with cardiomegaly and severely compromised left ventricular function
8341,83065,additional antihypertensive benefit was obtained by addition of the low dose of nifedipine compared with atenolol alone but no further advantage was obtained with the higher nifedipine dose,additional antihypertensive benefit was obtained by addition the dose of nifedipine compared with atenolol alone but no advantage was obtained with the higher nifedipine dose,additional antihypertensive benefit was obtained by addition to the higher dose of nifedipine compared with atenolol alone but no advantage was obtain with the earlier nefedipsine dose
8342,83066,fasting alters the gut microbiome impacting bacterial taxa and gene modules associated with shortchain fatty acid production,fasting alters the gut microbiome impacting bacterial taxa and gene modules associated with shortchain fatty acid production,fasting alters the gut microbiome impacting bacterial taxa and gene modules associated with shortchain fatty acid production
8343,83067,it occurs mainly in lymph nodes skin and soft tissue testis bone peritoneum and gastrointestinal tract but rarely in the pancreas,it mainly in lymph nodes skin and soft tissue testis bone peritoneum and gastrointestinal tract but rarely the pancreas,it occurs mainly in lymph nodes skin and soft tissue testis bone peritoneum and gastrointestinal tract but rarely in the pancreas
8344,83068,because their clinical courses treatments and prognoses are quite different it is crucially important to distinguish between ms and pancreatic cancer,because their clinical courses treatments and prognoses are quite different it is crucially important to distinguish between ms and pancreatic cancer,because their clinical courses treatments and prognoses are quite different it is crucially important to distinguish between ms and pancreatic cancer
8345,83069,the patient was actively treated with chemotherapy,the was actively treated with chemotherapy,the patient was actively treated with chemotherapy
8346,83070,misdiagnosis is common if we rely solely on imaging,misdiagnosis is if we rely solely on imaging,misdiagnosis is difficult if we rely solely on imaging
8347,83071,implicated in several chronic diseases the gastrointestinal microbiome is hypothesised to influence carcinogenesis,implicated in several chronic diseases the gastrointestinal microbiome is hypothesised to influence carcinogenesis,implicated in several chronic diseases the gastrointestinal microbiome is hypothesised to influence carcinogenesis
8348,83072,we compared faecal microbiota of newly diagnosed treatmentnaïve overweight and obese cancer patients and matched controls,we compared faecal microbiota of newly diagnosed treatmentnaïve overweight and obese cancer patients and matched controls,we compared faecal microbiota of newly diagnosed treatmentnaïve overweight and obese cancer patients and matched controls
8349,83073,both had very tender diffuse firm goiters low thyroidal radioactive iodine uptake values and increased erythrocyte sedimentation rates,both had very tender diffuse goiters low thyroidal radioactive iodine uptake values and increased erythrocyte sedimentation rates,both had very tender diffuse goiters low thyroidal radioactive iodine uptake values and increased erythrocyte sedimentation rates
8350,83074,glucocorticoid therapy resulted in dramatic improvement,glucocorticoid therapy resulted in dramatic improvement, dramatic improvement
8351,83075,histological examination of the patients thyroid glands revealed amyloid deposition and no evidence of subacute thyroiditis,histological examination of patients thyroid glands amyloid and no evidence of subacute thyroiditis,histological examination of patients showed thyroid glands amyloid and no evidence of subacute thyroiditis
8352,83076,these findings suggest that thyroid amyloidosis may be associated with stls,these findings suggest that amyloidosis may be associated with stls,these findings suggest that amyloidosis may be associated with stls
8353,83077,when patients with clinical features of subacute thyroiditis have an unusual course the possibility of thyroid amyloidosis should be considered,patients with clinical features subacute thyroiditis have unusual possibility of thyroid amyloidosis should be considered,patients with unusual possibility of subacute thyroiditis should be considered
8354,83078,peutzjeghers syndrome  is an autosomal dominant disorder which manifests as mucocutaneous hyperpigmentation and intestinal and extraintestinal polyps,peutzjeghers syndrome is an autosomal dominant which manifests as mucocutaneous hyperpigmentation and and extraintestinal polyps,peutzjeghers syndrome is an autosomal dominant disorder which manifests as mucocutaneous hyperpigmentation and and extraintestinal polyps
8355,83079,the classic triad of abdominal pain mass and jamlike stools are not found commonly,the classic triad of abdominal pain mass and jamlike stools are not found commonly,the classic triad of abdominal pain mass and jamlike stools are not found commonly
8356,83080,a thorough history and clinical examination supported by diagnostic imaging should be done in suspicious cases for prompt diagnosis and appropriate treatment,a thorough history and clinical examination supported by diagnostic imaging be done in cases for prompt diagnosis and appropriate treatment,a thorough history and clinical examination supported by diagnostic imaging should be done in all cases for prompt diagnosis and appropriate treatment
8357,83081,the watchandwait approach may be safe for selected rectal cancer patients who achieve a complete clinical response after neoadjuvant treatment,the watchandwait approach be safe for selected rectal patients who achieve a complete clinical response after neoadjuvant treatment,the watchandwait approach may be safe for selected rectal patients who achieve a complete clinical response after neoadjuvant treatment
8358,83082,endoscopic examination is critical in determining completeness of tumor response but has not been systematically studied,endoscopic examination is critical in determining completeness of tumor response but has not been systematically studied,endoscopic examination is critical in determining completeness of tumor response but has not been systematically studied
8359,83083,two crosssectional surveys each containing endoscopic photos of rectal cancers treated with neoadjuvant therapy were distributed to surgeons,two crosssectional surveys each containing endoscopic photos of rectal cancers treated with therapy were distributed to surgeons,two crosssectional surveys each containing endoscopic photos of rectal cancers treated with therapy were distributed to surgeons
8360,83084,the percentage of surgeons selecting each of the prespecified endoscopic criteria for each photo was calculated to determine the reproducibility of endoscopic criteria in assessing treatment and tumor response grade across multiple surgeons,the percentage of surgeons selecting each of the prespecified endoscopic criteria for each photo was calculated to determine the reproducibility of endoscopic criteria in assessing and tumor response grade across multiple surgeons,the percentage of surgeons selecting each of the prespecified endoscopic criteria for each photo was calculated to determine the reproducibility of endoscopy criteria in assessing tumor size and tumor response grade across multiple surgeons
8361,83085,the surgeons were assigned a tumor response grade  and percentages of correct diagnostic assignment were calculated,the surgeons assigned a tumor response grade and of correct diagnostic assignment were calculated,the surgeons assigned a tumor response grade and number of correct diagnostic assignment were calculated
8362,83086,the findings showed significant inter and intrasurgeon variation in the selection of predefined endoscopic features used to grade tumor response as well as significant inter and intrasurgeon variation in the selection of the tumor response grade ,the findings showed significant inter and intrasurgeon variation in the selection predefined endoscopic features used to grade tumor response as well as significant inter and intrasurgeon variation in the selection of the tumor response grade,the findings showed significant inter and intrasurgeon variation in the selection of predefined endoscopic features used to grade tumor response as well as significant intra and intrainter  and intrarsurgery variation  in  the selected criteria of the tumor preparation grade
8363,83087,however individual endoscopic features and tumor response grades clustered together suggesting consistency in tumor response interpretation,however individual endoscopic features and tumor response grades clustered together suggesting in tumor response interpretation,however individual endoscopic features and tumor response grades clustered together suggesting an important difference in tumor preparation response interpretation
8364,83088,surgeons were more accurate in identifying patients with a complete response  than in identifying patients with an incomplete response ,were more accurate in identifying patients with a complete response than in identifying with an incomplete response,were more accurate in identifying patients with a complete response than in diagnosing with an incomplete response
8365,83089,despite inter and intrasurgeon variation endoscopic features were wellselected in terms of tumor response grade suggesting consistency in endoscopic interpretation,despite inter and intrasurgeon variation endoscopic features were wellselected terms of tumor response grade suggesting consistency in endoscopic interpretation,despite inter and intrasurgeon variation endoscopic features were wellselected in terms of tumor response grade suggesting consistency in endosc interpretation
8366,83090,surgeons tended to underestimate the degree of tumor response identifying complete responses more accurately than incomplete responses,surgeons tended underestimate the degree of tumor response identifying complete more than incomplete,surgeons tended to underestimate the degree of tumor response identifying complete  more than incomplete 
8367,83091,the aim of this study was to explore the impact of bariatric surgery on fat and sweet taste perceptions and to determine the possible correlations with gut appetiteregulating peptides and subjective food sensations,the aim of this study was to explore the impact bariatric surgery on and sweet taste perceptions to determine the possible correlations gut appetiteregulating peptides and food sensations,the aim of this study was to explore the impact of bariatric surgery on food and sweet taste perceptions and to determine the possible correlations between gut appetiteregulating peptides and food sensations
8368,83092,vd can also modulate the intestinal barrier,vd can also modulate the intestinal barrier,vd can also modulate the intestinal barrier
8369,83093,given the link between the gi barriers alterations and diet attention has aroused the positive effects of the low fodmap diet  on ibs patients symptom profile,the link between the barriers alterations and diet attention has aroused positive effects of the low fodmap diet on ibs patients symptom profile,the link between the barriers alterations and diet attention has aroused positive effects of the low fodmap diet on ibs patients symptom profile
8370,83094,at the baseline lvd patients showed a significantly worse symptom profile and altered small intestinal permeability  than nvd,at the baseline lvd patients showed a significantly worse symptom profile and altered small intestinal permeability than nvd,at the baseline lvd patients showed a significantly worse symptom profile and altered small intestinal permeability than nvd
8371,83095,after lfd a significant increase in the circulating vd levels in both the subgroups and a significant improvement of sip in lvd patients occurred,after lfd a increase in the levels in both the subgroups and a of sip in lvd patients occurred,after lfd a significant increase in the sfd levels in both the subgroups and a decrease of sip in lvd patients occurred
8372,83096,finally vd levels negatively correlated with the symptom score and fecal zonulin,finally vd levels negatively correlated with the symptom score and fecal zonulin,finally vd levels negatively correlated with the symptom score and fecal zonulin
8373,83097,these data highlight the close relationship between vd and the intestinal barrier and support their involvement in ibsd pathophysiology,these data highlight the close relationship between vd and the intestinal barrier and support their involvement in pathophysiology,these data highlight the close relationship between vd and the intestinal barrier and support their involvement in pathophysiology
8374,83098,moreover the potentially positive role of lfd in the management of ibsd was confirmed,moreover the potentially positive role of lfd in the management of ibsd was confirmed,moreover the potentially positive role of lfd in the management of ibsd was confirmed
8375,83099,noteworthy aspects of these outpatient studies include study design measures aimed at limiting inperson interactions to minimize the risk of infection spread such as use of online diaries telemedicine and athome sample collection,noteworthy aspects of these outpatient studies include study design measures aimed at limiting inperson interactions to minimize the risk of infection spread as use of online diaries telemedicine and athome sample collection,noteworthy aspects of these outpatient studies include study design measures aimed at limiting inperson interactions to minimize the risk of infection spread as well as use of online diaries telemedicine and athome sample collection
8376,83100,if feasible blood samples for clinical chemistries biomarkers and serological measure of immunity and nasaloropharyngeal swabs for quantitative viral load assessments will be collected,if feasible blood samples for clinical biomarkers and serological measure of immunity and nasaloropharyngeal for quantitative viral load assessments will be collected,if feasible blood samples for clinical biomarkers and serological measure of immunity and nasaloropharyngeal motility for quantitative viral load assessments will be collected
8377,83101,randomization will be stratified by study sitecenter age groups  and comorbidity status ,randomization will be stratified by study sitecenter age groups and comorbidity status,randomization will be stratified by study sitecenter age groups and comorbidity status
8378,83102,blinding  these studies are openlabel therefore no blinding is necessary,blinding these studies are openlabel therefore no blinding is necessary,blinding these studies are openlabel therefore no blinding is necessary
8379,83103, the full protocols are attached as additional files  accessible from the clinicaltrialsgov website,the full protocols are as additional files accessible from the clinicaltrialsgov website,the full protocols are available as additional files accessible from the clinicaltrialsgov website
8380,83104,in the interest in expediting dissemination of this material the familiar formatting has been eliminated this letter serves as a summary of the key elements of the full protocols,in the interest in expediting dissemination of this material the familiar formatting has been eliminated this letter serves as summary of the elements of protocols,in the interest in expediting dissemination of this material the familiar formatting has been eliminated this letter serves as summary of the elements of protocols
8381,83105,the study protocols have been reported in accordance with the standard protocol items recommendations for clinical interventional trials  guidelines ,the study protocols have been reported in accordance the standard protocol items recommendations for clinical interventional trials guidelines,the study protocols have been reported in accordance with the standard protocol items recommendations for clinical interventional trials guidelines
8382,83106,this study aimed to determine the prevalence of infantile functional gastrointestinal disorders  based on rome iv diagnostic criteria and to determine the associated patient demographic and nutritional characteristics,this study aimed to determine the prevalence of infantile functional disorders based on rome criteria and to determine the associated demographic and nutritional,this study aimed to determine the prevalence of infantile functional disorders based on rome criteria and to identify the associated demographic and nutritional factors
8383,83107,patients included consulted the pediatric outpatient clinics because of any complaints but not for vaccines andor routine well child followups as this is not part of the activities in the tertiary care hospitals,patients included consulted the pediatric outpatient clinics because of any but not for vaccines andor routine well child followups as this is not part of the activities in the tertiary care hospitals,patients included consulted the pediatric outpatient clinics because of any but not for vaccines andor routine well child followups as this is not part of the activities in the tertiary care hospitals
8384,83108,the patients were diagnosed with fgids based on rome iv diagnostic criteria,the patients were diagnosed with fgids based on rome iv criteria,the patients were diagnosed with fgids based on rome iv criteria
8385,83109,the patients were divided into a fgid group and nonfgid group and anthropometric measurements physical examination findings nutritional status risk factors and symptoms related to fgids were evaluated using questionnaires,the patients were divided into a fgid and anthropometric measurements physical examination nutritional status risk factors and related to fgids were evaluated using questionnaires,the patients were divided into a fgid and anthropometric measurements physical examination nutritional status risk factors and related factors were evaluated using questionnaires
8386,83110,infant colic  infant regurgitation  and infant dyschezia  were the most common fgids,infant colic infant regurgitation and infant dyschezia were most common fgids,infant colic infant regurgitation and infant dyschezia were the most common fgids
8387,83111,since early diversification was associated with the presence of fgids nutritional guidance and intervention should be part of the firstline treatment,since early diversification was associated with presence of fgids nutritional guidance and intervention should be part of the firstline treatment,since early diversification was associated with presence of fgids nutritional guidance and intervention should be part of the firstline treatment
8388,83112,what is known • the functional gastrointestinal disorders  are a very common disorder and affect almost half of all infants,what is known • the functional gastrointestinal are common affect almost half of all infants,what is known • the functional gastrointestinal disorders are common affect almost half of all infants
8389,83113,• in infants the frequency of fgids increases with mistakes made in feeding,• in infants frequency fgids increases with mistakes made in feeding,• in infants frequency of fgids increases with mistakes made in feeding
8390,83114,when fgids are diagnosed in infants nutritional support should be the firstline treatment,fgids are diagnosed in infants nutritional support should be firstline treatment,fgids are diagnosed in infants and nutritional support should be firstline treatment
8391,83115,what is new • this study shows that only a third of children presented to hospital because of the symptoms of fgids but pediatricians were able to make the diagnosis in suspected infants after appropriate evaluation,what is new • this study shows that only a third of children presented to hospital because of the symptoms of fgids pediatricians were able to make the diagnosis in suspected infants after appropriate evaluation,only a third of children presented to hospital because of the symptoms of fgids pediatricians were able to make the diagnosis in suspected infants after appropriate evaluation
8392,83116,• the early starting of complementary feeding  is a risk factor for the development of fgids,• the starting complementary feeding is a risk factor for the development of fgids,• the starting time of complementary feeding is a risk factor for the development of fgids
8393,83117,the to analyze the status of gut microbiota  at the level of the main phylotypes in patients with nafld depending on the body mass index  and gender in comparison with a group of practically healthy individuals,the to analyze the status of gut microbiota at the level of the main in patients with depending on the body mass and gender in comparison with a group of practically healthy individuals,the aim was to analyze the status of gut microbiota at the level of the main organs in patients with dyspepsia depending on the body mass index and gender in comparison with a group of practically healthy individuals
8394,83118,the most statistically significant changes in the composition of im occur due to the increase in the relative amount of firmicutes and the ratio of firmicutes bacteroidetes against the background of a decrease in the relative amount of bacteroidetes,the most changes in of im due to the increase in the relative amount of firmicutes and ratio of firmicutes bacteroidetes against the background of a decrease in relative amount bacteroidetes,the most significant changes in terms of im were due to the increase in the relative amount of firmicutes  and the ratio of the firmics bacteroidetes  against the background of a decrease in relative amounts of baracteriumbacteroids 
8395,83119,these changes were directly proportional to the increase in bmi but had no gender features,these changes were directly to the in bmi but had no gender features,these changes were directly related to the changes in bmi but had no gender features
8396,83120,to report our experience with specific cases of prostate cancer  in which patients presented digestive symptoms cases that represent a challenge and a source of error regarding the clinical and morphological diagnosis,to report our experience specific cases of prostate cancer in which patients presented digestive symptoms that represent a and a source of error regarding the clinical and morphological diagnosis,to report our experience of specific cases of prostate cancer in which patients presented digestive symptoms that represent a challenge and a source of error regarding the clinical and morphological diagnosis
8397,83121,the most important clinical and pathological data were collected from three patients with pc which presented symptoms andor investigations that initially suggested a digestive malignant tumor,the most important clinical and pathological data collected from three patients with which presented symptoms andor investigations that initially suggested a malignant tumor,the most important clinical and pathological data were collected from three patients with which he presented symptoms andor investigations that initially suggested a malignant tumor
8398,83122,we identified three patients with pc where the prostate tumor was not suspected based on the clinicalimagistic data the correct diagnosis being the prerogative of the morphological investigation in the first case pc was detected during the microscopic examination of the lymph nodes  in the intestinal resection specimen performed for suspected rectal cancer  in the second case in which the pc was synchronous with a rc the dominant symptomatology was gastrointestinal and in the third case initially the patient presented a widely disseminated pc with pleural and bone metastases as well as ln metastases and apparent peritoneal involvement,we identified three patients with pc where the prostate tumor was not suspected based on the clinicalimagistic data the correct diagnosis being the prerogative of the morphological investigation in the first case pc was detected during the microscopic of the lymph nodes in the resection specimen performed suspected rectal cancer in the second case in which the pc was synchronous with a rc the dominant symptomatology was gastrointestinal and in the third case initially the patient presented a disseminated pc pleural and bone metastases as well as ln and apparent peritoneal involvement,we identified three patients with pc where the prostate tumor was not suspected based on the clinicalimagistic data the correct diagnosis being the prerogative of the morphological investigation in the first case pc was detected during the microscopic examination of all ofthe lymph nodes in which the resection specimen was performed for suspected rectal cancer in  the second case in whom the pc  was synchronous with a rc and the dominant symptomatology was gastrointestinal and in this third case initially the patient presented a disseminated pc pleural and bone metastases as well as ln and apparent peritoneal involvement
8399,83123,unusual forms of pc presentation are not as rare as expected and should be acknowledged by all those involved in diagnosing this neoplasm,unusual forms of pc presentation are not as rare as expected and should be acknowledged by all those in this neoplasm,unusual forms of pc presentation are not as rare as expected and should be acknowledged by all those in this neoplasm
