,refs,trans,__index_level_0__,model_corrected
1005,my um last month two weeks ago im sorry about two weeks two or three weeks ago,my la um last month two weeks ago im sorry about two weeks three a week weeks ago,12499,im sorry about two weeks three a week weeks ago
1006,yes yes i do four weeks ago four days ago sorry i just had,yes yes i do four weeks ago id four days ago sorry i just have,12500,yes yes i do four weeks ago id four days ago sorry i just have
1007,yes i am i usuallycome last one year and its called implant,yes i am i used it from last one year and in imp implanon its called implanon,12501,yes i am i used it from last one year and in implanon its called implon
1008,ok,ok,12502,ok
1009,yes i do,yes i do,12503,yes i do
1010,close they they are spreading like not the time it changes yeah,no they they arthritic like not all the time it changes yeah,12504,no they they arthritic like not all the time it changes yeah
1011,yeah,yeah,12505,yeah
1012,yeah i feel like i feel like vomiting but i i get nauseated but i dont vomit,yeah i feel nausea like i feel like vomiting but i dont i get nauseated but i dont vomit,12506,yeah i feel nausea like i felt like vomiting but i dont i get nauseated but ive vomit
1013,yeah yeah my regular activities ok yeah but its just very uncomfortable at times and,yeah yeah my regular activities and drinking and other things to be ok yeah but its just very uncomfortable at times when i,12507,yeah yeah my regular activities and drinking and other things to be ok yeah but its just very uncomfortable at times when i
1014,um yeah last week last week i had problems but this week it seems to be,um yeah last week i had problems but this week it seems to be,12508,um yeah last week i had problems but this week it seems to be worse
1015,like i was constipated for a week like i was having problem,like i was constipated for a week like i was having a problem,12509,like i was constipated for a week like i m having a problem
1016,yeah that seems to be ok its its fine now yeah,yeah it seems to be ok i its its fine now yeah,12510,yeah it seems to be ok i its its fine now yeah
1017,yeah,yeah,12511,yeah
1018,my my name is and im twenty twenty three years old,my my name is and uh and im 2023 its old,12512,my my name is and uh and im twenty twenty two its old
1019,its,its not,12513,its not
1020,no its its,no it its its,12514,no it its its
1021,now yeah not like,um yeah not like last,12515,um yeah not like last
1022,yes yes i did,yes yeah i did,12516,yes yeah i did
1023,yeah my period stopped like last two weeks ago but and this is different i can i can see because its not really like dark its just light pink colour so i dont know what is it i cannot say what exactly what it is but i,yeah my period stopped like last two weeks ago but and this is different i can i can see it because its not really like dark it just like pink color so i dont know what is it i cannot say exactly what it is but i can see it in the,12517,yeah my period stopped like last two weeks ago but and this is different i can i cant see it because its not really like dark it just like pink colour so i dont know what is it i cannot say exactly what it is but i could see its in the
1024,just very small extra like a vaginal discharge just,i just think there is no extra other vaginal discharge just,12518,i just think there is no extra other vaginal discharge just
1025,no i dont i i should be ok,no i dont i uh it should be ok see,12519,no i dont i uh it should be ok see
1026,no,no,12520,no
1027,no,no,12521,no
1028,yes i have im doing i work regular other activities like cooking and stuff everything but it seems ok when i get the pain its just very bad,yes i have been im doing my work regular other activities like cooking and stuff everything uh it seems ok just when i get the pain its just very bad,12522,yes i have been im doing my work regular other activities like cooking and stuff everything it seems ok just when i get the pain its just very bad
1029,nineteen ninety six,i the third of may 1996,12523,i the third of may nineteen ninety two
1030,it is getting worse,it is getting worse yeah,12524,it is getting worse yeah
1031,yeah i have allergy i have amoxicillin amoxicillin allergy,yeah i have allergy i have amoxicillin and our emma excellent hello,12525,yeah i have allergy i had amoxicillin and our emma excellent hello
1032,no,no,12526,no
1033,no,no,12527,no
1034,yeah i did yeah yeah around like a month ago yeah,yeah i did yeah yeah like around like a month ago,12528,yeah i did yeah yeah like around like a month ago
1035,yeah im a teacher school teacher,yeah im a teacher a school teacher,12529,yeah im a teacher a school teacher
1036,my husband and my husbands family,my husband and my husbands family,12530,my husband and my husbands family
1037,i dont know,oh yeah,12531,ohh yeah
1038,no,no,12532,no
1039,and my address is um sixty,and my address is um lone,12533,and my address is um lone
1040,yes,yes,12534,yes
1041,out in the air,about a year,12535,about a year
1042,no,no,12536,no
1043,so i i i dont really i have noticed that i dont really go up that high before so yeah i do drink a lot though,no ii i dont really i have noticed that i dont really go often like before so yeah i do i do drink a lot though,12537,no i i dont really i have noticed that i didnt really go often like before so yeah i do and do drink a lot though
1044,yes i have as i said i have some i guess discharge and pain but then i theres isnt a lot of discharge,yes i have i i said i have some i can see some discharge and bleeding but then i do other than that there is no discharge,12538,yes i have i i said i had some i can see some discharge and bleeding but then other than that there is no discharge
1045,yes,yes,12539,yes
1046,yes,yes,12540,yes
1047,yes,yes,12541,yes
1048,yes,yes,12542,yes
1049,yes definitely yes,yes definitely yes,12543,yes definitely yes
1050,i will do it,i would do it,12544,i would do it
1051,yes,yes,12545,yes
1052,thank you thank you thank you very,thank you thank you,12546,thank you thank you
1053,yeah sorry i i i cant hear you,yeah sorry ii i cant hear you,12547,yeah sorry i i cant hear you
1054,um im having really bad tummy ache like at the bottom at the lower bottom of my belly,um my im having really bad tummy ache like at the bottom at the lower bottom of my belly,12548,um my im having really bad tummy ache like at the bottom at lower bottom of my belly
1055,few days ago i was all well was being well everything was o k kind of really getting worse big time,a few days ago i was all well i was doing well everything was ok just a few days ago it started and its kind of really getting worse with time,12549,a few days ago i was all well im doing well everything was ok just a few day ago it started and its kind of really getting worse with time
1056,hi there im doctor smith from babylon,hi there im doctor smith from babylon,12550,hi there im doctor smith from babylon
1057,hi can you just confirm your name date of birth and your address please,hi can you just confirm your name date of birth and your address please right,12551,hi can you just confirm your name date of birth and your address please right
1058,ok can you just describe to me whereabouts it is,ok can you just describe to me whereabouts it is,12552,ok can you just describe to me whereabouts it is
1059,can you describe to me whereabouts the pain is is it is it,can you describe to me whereabouts the pain is is it is it,12553,can you describe to me whereabouts the pain is is it is
1060,yeah is it in the middle or to one side,yup is it in the middle or to one side,12554,yep is it in the middle or to one side
1061,in the middle ok and any other symptoms along that with that have you had any nausea or any vomiting,in the middle ok and any other symptoms along that with that have you had any nausea and vomiting,12555,in the middle ok and any other symptoms along that with that have you had any nausea and vomiting
1062,ok any change in your bowel habit recently or any diarrhoea constipation,ok any change in your bowel habit recently or any diarrhea constipation,12556,ok any change in your bowel habit recently or any diarrhea constipation
1063,to the toilet,we like to go to the toilet,12557,we like to go to the toilet
1064,when did you last go to the toilet,when did you last go to the toilet,12558,when did you last go to the toilet
1065,and was it normal,and was it normal,12559,and was it normal
1066,any blood in the stool,any blood in the stool,12560,any blood in the stool
1067,ok and has this ever happened in the past before,ok and has this ever happened in the past before,12561,ok and has this ever happened in the past before
1068,right any pain when you pass water,right any pain when you pass water,12562,right any pain when you pass water
1069,are you having to go more often than normal,are you having to go more often than normal,12563,are you having to go more often than normal
1070,are you more thirsty than normal,are you more thirsty than normal,12564,are you more thirsty than normal
1071,and you said you felt hot and cold have you measured your temperature,and you said you felt hot and cold have you measured the temperature,12565,and you said you felt hot and cold have you measured the temperature
1072,what was it thirty seven have you measured it at any other time when its been raised,what was it 37 have you measured it at any other time when its been raised,12566,what was it 37 have you measured it at any other time when its been raised
1073,have you measured it at any other time when its been raised,have you measured it at any other time when its been raised,12567,have you measured it at any other time when its been raised
1074,ok thats fine and are you getting any pain higher up in your stomach any acid coming up into your throat or anything like that,ok thats fine and are you getting any pain higher up in your stomach any acid coming up into your throat or anything like that,12568,ok thats fine and are you getting any pain higher up in your stomach any acid coming up into your throat or anything like that
1075,ok and any other discharge below,ok and any other discharge below,12569,ok and any other discharge below
1076,ok um and have you been abroad recently,ok um and have you been abroad recently,12570,ok um and have you been abroad recently
1077,no and no similar problems to this before,no and no similar problems to this before,12571,no and no similar problems to this before
1078,i see sounds a bit um,ok sounds a bit crap um,12572,ok sounds a bit crap um
1079,have you had any other medical problems in the past,have you had any other medical problems in the past,12573,have you had any other medical problems in the past
1080,ok nothing significant any allergies to medications,ok nothing si significant any allergies to medications,12574,ok nothing significant any allergies to medications
1081,ok do you take any regular medications,ok do you take any regular medications,12575,ok do you take any regular medications
1082,any over the counter medications,any over the counter medications,12576,any over the counter medications
1083,ok um and do you have regular periods,ok um and do you have regular periods,12577,ok um and do you have regular periods
1084,any bleeding in between periods or after intercourse,any bleeding in between periods or after intercourse,12578,any bleeding in between periods or after intercourse
1085,ok,ok,12579,ok
1086,right um and you havent felt shivery or sweaty you said you had felt a bit sweaty,right and and you havent felt shivery or sweaty you said you had felt a bit sweaty,12580,right and and you havent felt shivery or sweaty you said you had felt a bit sweaty
1087,ok and any any back pain or strong smell to the urine,ok and any any back pain or strong smell to the urine,12581,ok and any any back pain or strong smell to the urine
1088,right ok anyone in your family had any medical problems before,right ok anyone in your family had any medical problems before,12582,right ok anyone in your family had any medical problems before
1089,are you in a private place so you can have a consultation today,are you in a private place you can have a consultation today,12583,are you in a private place you can have a consultation today
1090,ok,ok,12584,ok
1091,ok and who do you live with at home,ok and who do you live with at home,12585,ok and who do you live with at home
1092,who do you live with at home,who do you live with at home,12586,who do you live with at home
1093,and do you smoke or drink alcohol regularly,and do you smoke at or drink alcohol regularly,12587,and do you smoke at or drink alcohol regularly
1094,how much in a normal week,how much in a normal week,12588,how much in a normal week
1095,and how much,and how much,12589,and how much
1096,what per time,what per time,12590,what per time
1097,ok,ok,12591,ok
1098,right ok um so it it may be possible that you might be having an infection in the urine,right ok um so it it may be possible that you might be having an infection in the urine,12592,right ok um so it it may be possible that you might be having an infection in the urine
1099,are you in a private place so you can have a consultation today,are you in a private place you can have a consultation today,12593,are you in a private place you can have a consultation today
1100,if you feel like youre youre going youre having a little bit of difficulty when youre passing urine,if you feel like youre youre going youre having a little bit of difficulty when youre passing urine,12594,if you feel like youre you are going you youve having a little bit of difficulty when you're passing urine
1101,um it might be worth taking a three day course of antibiotics,um it might be worth taking a three day course of antibiotics,12595,um it might be worth taking a three day course of antibiotics
1102,to clear that um but if the pain is getting worse or you have a high temperature or back pain or develop any new symptoms we feel like its not getting better then um we should speak to you again because we might need to see you face to face for an examination,to clear that um but if the pain is getting worse or you have a high temperature or back pain or develop any new symptoms or you feel like its not getting better then um we should speak to you again because we might need to see you face to face for an examination,12596,to clear that um but if the pain is getting worse or you have a high temperature or back pain or develop any new symptoms or feel like its not getting better then um we should speak to you again because we might need to see you face to face for an examination
1103,um have you allocated a pharmacy with babylon,um have you allocated a pharmacy with babylon,12597,um have you allocated a pharmacy with babylon
1104,ok so are you happy to take a course of antibiotics if i send it through to the pharmacy,ok so are you happy to take a course of antibiotics if i send it through to the pharmacy,12598,ok so are you happy to take a course of antibiotics if i send it through to the pharmacy
1105,ok so i can do that for you start taking them as soon as you get them its just twice a day for three days um if your pains getting worse,ok so i can do that for you start taking them as soon as you get them its just twice a day for three days but um if your pain is getting worse,12599,ok so i can do that for you start taking them as soon as you get them its just twice a day for three days but um if your pain is getting worse
1106,um or youve got new symptoms just contact us straightaway or if youre getting a recurrence of the same problem again,um or you get new symptoms just contact us straight away or if youre getting a recurrence of the same problem again,12600,um or you get new symptoms just contact us straight away or if youre getting a recurrence of the same problem again
1107,ok alright then have you got any other questions,ok all right then have you got any other questions,12601,ok alright then have you got any other questions
1108,ok thanks a lot bye,ok thanks a lot bye,12602,ok thanks a lot bye
1109,what can i do for you,what can i do for you,12603,what can i do for you
1110,ok and any pain like this in the past,ok and any pain like this in the past,12604,ok and any pain like this in the past
1111,yes italy,yes so i and i,12605,yes so i and i
1112,uh no im just a bit nausea but no vomiting,uh no im just a bit nausea but no vomiting,12606,uh no im just a bit nausea but no vomiting
1113,uh i had been constipated in like in the last um last week but now its fine and yeah like,uh i had been constipated in like in the last um last week but now its fine and yeah uh like my,12607,uh i had been constipated in like in the last um last week but now its fine and yeah uh like my
1114,sorry,sorry,12608,sorry
1115,uh like two hours ago,uh like two hours ago,12609,uh like two hours ago
1116,yeah,yeah,12610,yeah
1117,um so there was some like slight uh blood in the urine but like it was a little bit pink but,um so there was some uh like slight uh blood in the urine but like little it was a little bit pink but,12611,um so there was some uh like slight uh blood in the urine but like little it was a little bit pink but
1118,um no,um no,12612,um no
1119,uh no thats fine,uh no thats fine,12613,uh no thats fine
1120,uh yeah a little bit but i wasnt drinking a lot in these days,uh yeah a little bit but im also drinking a lot in these days,12614,uh yeah a little bit but im also drinking a lot in these days
1121,uh yeah,uh yeah,12615,uh yeah
1122,and,and,12616,and
1123,uh yes i measured it but its fine like around thirty seven,uh yes i measured it but its fine like around 37,12617,uh yes i measured it but its fine like around 37
1124,sorry,sorry,12618,sorry
1125,um no no i just measured like one hour ago,uh no no i just measured like one hour ago,12619,uh no no i just measured like one hour ago
1126,no no but like just a bit of nausea but not vomiting,no no nothing of that like just a bit of nausea but not vomiting,12620,no no nothing of that like just a bit of nausea but not vomiting
1127,uh no,uh no,12621,uh no
1128,um no no,um no no,12622,um no no
1129,no,no,12623,no
1130,um no no nothing sore i mean depends what like normal stuff like cold flu,um no no nothing so i mean it depends what like normal stuff like cold flu,12624,um no no nothing so i mean it depends what like normal stuff like cold flu
1131,sorry,sorry,12625,sorry
1132,uh yes amoxycillin,uh yes amoxicillin,12626,uh yes amoxicillin
1133,uh no,uh no,12627,uh no
1134,no i have had the just the uh internal uh contraceptive implant but like for one year now no more,no i ive had to just the uh implant cons uh contraceptive implant but like for one year now no more,12628,no i ive had to just the uh implant contraceptive implant but like for one year now no more
1135,uh yeah,uh yeah,12629,uh yeah
1136,um no no no,um no no no,12630,um no no
1137,just like,not like it no no,12631,not like it no no
1138,yeah yeah,yeah a bit of sweat yeah,12632,yeah a bit of sweat yeah
1139,uh no back pain no i typically dont suffer from back pain so no,uh no back pain no i typically dont suffer from back pain so no,12633,uh no back pain no i typically dont suffer from back pains so no
1140,uh so actually my mom had the breast cancer uh but again not so important i mean just like the beginning it was uh cured in time,uh so act actually my mom had the breast cancer uh yeah not so important i mean just like the beginning it was then uh cured in time,12634,uh so actually my mum had the breast cancer uh yeah not so important i mean just like the beginning it was then uh cured in time
1141,um sorry,um sorry,12635,um sorry
1142,uh yes,uh yes,12636,uh yes
1143,uh with my parents,uh with my parents,12637,uh with my parents
1144,uh yes,uh yes,12638,uh yes
1145,uh so i dont smoke i drink i,uh so i dont smoke i drink alcohol lets say,12639,uh so i dont smoke i drink alcohol lets say
1146,four times per week,mm four times per week,12640,mm four times per week
1147,uh yeah a beer like per time lets say,uh yeah a beer like per time lets say whatever,12641,uh yeah a beer like per time lets say whatever
1148,uh lets say a beer,uh lets say a beer,12642,uh lets say a beer
1149,four times a week on average yeah,four times a week on average yeah,12643,four times a week on average yeah
1150,uh huh,uh huh,12644,uh huh
1151,yeah,yeah,12645,yeah
1152,uh huh,uh,12646,uh
1153,so i have had a pain in my lower tummy the last two days i feel kind of hot and sweaty,so i have had a pain in my lower tummy in the last two days i feel kind of hot and sweaty,12647,so i have had a pain in my lower tummy in the last two days i feel kind of hot and sweaty
1154,uh huh ok,uhhuh ok,12648,uhh ok
1155,uh yes,uh yes,12649,uh yes
1156,uh yeah thats fine if it helps yeah ok,uh yeah thats fine if it helps yeah ok,12650,uh yeah thats fine if it helps yeah ok
1157,ok,ok,12651,ok
1158,uh huh ok sure ok,uhhuh ok sure ok,12652,uhh ok sure ok
1159,uh no thats fine yeah thank you thank you bye,uh no thats fine yeah thank you bye,12653,uh no thats fine yeah thank you bye
1160,uh not yet no,um not yet not,12654,um not yet not
1161,um so i dont what sorry,um so uh what sorry,12655,um so uh what sorry
1162,so its my lower tummy,so its the lower thom,12656,so its the lower thrombing
1163,uh not um with a needle,uh no um the middle,12657,uh no um the middle
1164,hi there its doctor smith from babylon,hi there its doctor smith from babylon,12658,hi there its doctor smith from babylon
1165,hi there could you give me your full name date of birth and your the first line of your address please,hi there could you give me your full name date of birth and your the first line of your address please,12659,hi there could you give me your full name date of birth and your the first line of your address please
1166,ok and how many times are you going to the toilet,ok and how many times are you going to the toilet,12660,ok and how many times are you going to the toilet
1167,ok and any any high temperatures are you feeling feverish,ok and any any high temperatures or you feeling feverish,12661,ok and any any high temperatures or you feeling feverish
1168,have you checked your temperature with a thermometer,have you checked your temperature with a thermometer,12662,have you checked your temperature with a thermometer
1169,ok um and any nausea or vomiting,ok um and any nausea or vomiting,12663,ok um and any nausea or vomiting
1170,ok and when when were you last sick,ok and when when were you last sick,12664,ok and when when were you last sick
1171,ok and have you been passing water ok,ok and have you been passing water ok,12665,ok and have you been passing water ok
1172,yeah yeah urinating yeah any and what sort of color is the urine,yeah yeah urinating yeah any uh what sort of color is the urine,12666,yeah yeah urinating yeah any uh what sort of colour is the urine
1173,ok,ok,12667,ok
1174,ok and when did you last pass urine do you think,ok and when did you last pass urine do you think,12668,ok and when did you last pass urine do you think
1175,ok,ok,12669,ok
1176,and any blood in the stool or in the urine that youve noticed,and any blood in the stool or in the urine that youve noticed,12670,and any blood in the stool or in urine that youve noticed
1177,ok,ok,12671,ok
1178,any episodes like this before hows your bowels normally,any episodes like this before hows your bowels normally,12672,any episodes like this before hows your bowels normally
1179,how is your bowels normally,how is your bowels normally,12673,how is your bowels normally
1180,ok,ok,12674,ok
1181,any episodes of diarrhoea or constipation normally,any episodes of diarrhea or constipation normally,12675,any episodes of diarrhea or constipation normally
1182,and is there anything you think might have triggered this off have you been abroad anywhere,and is there anything you think might have triggered this off have you been abroad anywhere,12676,and is there anything you think might have triggered this off have you been abroad anywhere
1183,so youve been in contact with him have you,so youve been in contact with him have you,12677,so youve been in contact with him have you
1184,ok um and any other medical problems,ok um and any other medical problems,12678,ok um and any other medical problems
1185,have you had any other symptoms at the moment like rash,have you had any other symptoms at the moment like rash,12679,have you had any other symptoms at the moment like rash
1186,no,no,12680,no
1187,ok um any surgery before or abdominal problems or any other medical issues,ok um any surgery before or abdominal problems or any other medical issues,12681,ok um any surgery before or abdominal problems or any other medical issues
1188,yeah,yeah,12682,yeah
1189,ok and whereabouts is the pain that youre getting,ok and whereabouts is the pain that youre getting,12683,ok and whereabouts is the pain that youre getting
1190,um and does the pain come and go,um and does the pain come and go,12684,um and does the pain come and go 
1191,ok,ok,12685,ok
1192,um and do you take any medication regularly,um and do you take any medication regularly,12686,um and do you take any medication regularly
1193,ok,ok,12687,ok
1194,and have you got a normal diet,and have you got a normal diet,12688,and have you got a normal diet
1195,your full name date of birth and your address please yeah ok,your full name date of birth and your address please yeah ok,12689,your full name date of birth and your address please yeah ok
1196,right do you smoke or drink alcohol,right do you smoke or drink alcohol,12690,right do you smoke or drink alcohol
1197,and do you take any other drugs,and do you take any other drugs,12691,and do you take any other drugs
1198,and when was when was your last period,and when was when was your last period,12692,and when was when is your last period
1199,ok are you on any contraception,ok are you on any contraception,12693,ok are you on any contraception
1200,are you having regular sexual intercourse,are you having regular sexual intercourse,12694,are you having regular sexual intercourse
1201,ok,ok,12695,ok
1202,um and whats your job,um and whats your job,12696,um and whats your job
1203,have you had to miss work because of this problem,have you had to miss work because of this problem,12697,have you had to miss work because of this problem
1204,ok,ok um,12698,ok um
1205,and who do you live with at home,and who do you live with at home,12699,and who do you live with at home
1206,ok,ok,12700,ok
1207,ok ok,ok ok,12701,ok ok
1208,and um have you tried anything yourself for this problem,and um have you tried anything yourself for this problem,12702,and um have you tried anything yourself for this problem
1209,what could you just repeat that,well can you just repeat that,12703,well can you just repeat that
1210,ok and how often have you been taking that,ok and how often have you been taking that,12704,ok and how often have you been taking that
1211,ok um and do you feel like your symptoms are easing off or getting worse or,ok um and do you feel like your symptoms are easing off or getting worse or do you,12705,ok um and do you feel like your symptoms are easing off or getting worse or do
1212,yeah,yeah,12706,yeah
1213,ok,ok,12707,ok
1214,um,um,12708,um
1215,i mean it sounds like because your brothers had a similar thing it sounds like it might be some an infectious gastroenteritis that youve got which is usually caused by a virus but it can be from something youve eaten as well um,i mean it sounds like because your brothers had a similar thing it sounds like it might be some an infectious gastroenteritis that youve got which is usually caused by a virus but it can be from something youve eaten as well um,12709,i mean it sounds like because your brothers had a similar thing it sounded like it might be some an infectious gastroenteritis that youve got which is usually caused by a virus but it can be from something you have eaten as well um
1216,if the symptoms they do normally start to settle by themselves with the oral rehydration salts um if the symptoms are continuing to get worse the key thing is that we want to make sure that youre hydrated enough,if the symptoms they do normally start to settle by themselves with the oral rehydration salts um if the symptoms are continuing to get worse the key thing is that we want to make sure that youre hydrated enough,12710,if the symptoms do normally start to settle by themselves with the oral rehydration salts um if the symptom are continuing to get worse the key thing is that we want to make sure that youre hydrated enough
1217,ok are you in a private place so you can have a confidential consultation today,ok are you in a private place so you can have a confidential consultation today,12711,ok are you in a private place so you can have a confidential consultation today
1218,um sometimes you do require certain medication to help this if its sometimes if its caused by a bacteria um what i would say probably worth as its been going on for a few days and you feel like its not starting to ease off,um sometimes you do require certain medication to help this if its sometimes if its caused by a bacteria um what i would say its probably worth as its been going on for a few days and you feel like its not starting to ease off,12712,um sometimes you do require certain medication to help this if its sometimes it is caused by a bacteria um what i would say its probably worth as its been going on for a few days and you feel like its not starting to ease off
1219,i think its probably important to get a sample of the stool so we can make sure that you havent got a nasty bacterial infection which needs specific treatment,i think its probably important to get a sample of the stool so we can make sure that you havent got a nasty bacterial infection which needs specific treatment,12713,i think its probably important to get a sample of the stool so we can make sure that you havent got a nasty bacterial infection which needs specific treatment
1220,um and we should also check that youre not getting dehydrated because if youre if youre not keeping fluid down then you can get dehydrated,um and we should also check that youre not getting dehydrated because if youre if youre not keeping fluid down then you can get dehydrated,12714,um and we should also check that youre not getting dehydrated because if you are if are not keeping fluid down then you can get dehydration
1221,um so,um so,12715,um so
1222,yeah so you need to carry on with your rehydration salts and just have very small amounts its a positive sign that you passed urine an hour ago so youre obviously still um hydrated enough to pass urine,yeah so you need to carry on with your rehydration salts and just have very small amounts its a positive sign that you pass urine an hour ago so youre obviously still um hydrated enough to pass urine,12716,yeah so you need to carry on with your rehydration salts and just have very small amounts its a positive sign that you pass urine an hour ago so yeah youre obviously still um hydrated enough to drink urine
1223,but we um we should see you so that we can check your hydration and um get that sample sent off as soon as possible,but we um we should see you so that we can check your hydration and um get that sample sent off as soon as possible,12717,but we um we should see you so that we can check your hydration and um get that sample sent off as soon as possible
1224,cause if if if you come into the clinic you can send that sample off straightaway otherwise we would have to post it out to you which would take time,because if if if you come into the clinic you can send that sample off straight away otherwise we would have to post it out to you which would take time,12718,because if if you come into the clinic you can send that sample off straight away otherwise we would have to post it out to you which would take time
1225,um so we can we can make you an urgent appointment um and then you can you can get the sample sent off and we can check your hydration um but if in the meantime youre feeling more unwell then we would get you seen urgently in a and e,um so we can we can make you an urgent appointment um and then you can you can get the sample sent off and we can check your hydration um but if in the meantime youre feeling more unwell then we would get you seen urgently in ae,12719,um so we can we could make you an urgent appointment um and then you can you could get the sample sent off and we check your hydration um but if in the meantime youre feeling more unwell then we would get you seen urgently in a and e
1226,so you can call us back in the meantime,so you could call us back in the meantime,12720,so you could call us back in the meantime
1227,yeah if you keep drinking keep going with the rehydration salts just tiny sips constantly to so that your stomach doesnt get overfilled and and you vomit so just tiny tiny sips but just keep going with it,yeah if you keep drinking keep going with the rehydration salts this tiny sips constantly to tr so that your stomach doesnt get overfilled and and you vomit so just tiny tiny sips but just keep going with it,12721,yeah if you keep drinking keep going with the rehydration salts this tiny sips constantly to so that your stomach doesnt get overfilled and and you vomit so just tiny tiny bites but just keep swimming with it
1228,what can i do for you,what can i do for you,12722,what can i do for you
1229,um and just have very simple food if youre gonna have anything like toast or biscuit or something really light like that avoid um fruit vegetables uh milk anything like that which might just make it worse,um and just have very simple food if youre gonna have anything like toast or biscuit or something really light like that avoid um fruit vegetables and milk anything like that which might just make it worse,12723,um and just have very simple food if youre gonna have anything like toast or biscuit or something really light like that avoid um fruit vegetables and milk anything that might just make it worse
1230,ok so youll have to book an appointment through the support line,ok so youre happy to book an appointment through the support line,12724,ok so youre happy to book an appointment through the support line
1231,right ok well do that for you,right ok well do that for you,12725,right ok well do that for you
1232,ok take care,ok take care,12726,ok take care
1233,thanks bye,thanks bye,12727,thanks bye
1234,ok so when did it start,ok so when did it start,12728,ok so when did it start
1235,ok and when you say diarrhoea what do you mean by that is it watery or just loose,ok and when you say diarrhea what do you mean by that is it watery or just loose,12729,ok and when you say diarrhoea what do you mean by that is it watery or just loose
1236,hello,hello,12730,hello
1237,uh hi doctor smith,uh hi doctor smith,12731,uh hi doctor smith
1238,it was three days ago,about three days ago,12732,about three days ago
1239,now,no,12733,no
1240,its its its very loose but it started as being very watery,its its its very loose but it started as being very watery,12734,its its its very loose but it started as being very watery
1241,i lost count um,i lost count um,12735,i lost count um
1242,today alone ive been at least four time,today alone ive been at least four times,12736,today alone ive been at least four times
1243,yes ive been running a serious temperature im literally boiling,yes ive been running as to this temperature im literally boiling,12737,yes ive been running as to this temperature im literally boiling
1244,no cause ive not got one but like to the touch im like literally roasting,no cause im not going on go like to the touch im like literally awesome,12738,no cause im not going on go like to the touch im like literally awesome
1245,yes ive been throwing up i cant keep to uh i cant seem to be able to keep anything in me not even water not even my tea not even any liquid stuff ive just been throwing up everything,yes ive been throwing up i cant keep to i cant seem to be able to keep anything in me not even water not even my tea not even any liquid stuff ive just been throwing up everything,12739,yes ive been throwing up i cant keep up  i can seem to be able to keep anything in me not even water not nothing in my tea no even any liquid stuff i have just been vomiting up everything
1246,um i was sick just after trying uh trying to have breakfast this morning so maybe about two hours ago,um i was sick just after trying uh trying to have breakfast this morning so maybe about two hours ago,12740,um i was sick just after trying uh trying to have breakfast this morning so maybe about two hours ago
1247,um i,um my,12741,um my
1248,yeah ive been ive been yeah urinating ok is that what you mean like,yeah ive been ive been yeah urinating ok is that what you mean like,12742,yeah ive been ives been yeah urinating ok is that what you mean like
1249,to be honest i have a look so i really couldnt say,to be honest i actually know how to look so i really couldnt say,12743,to be honest i actually know how to look so i really couldnt say
1250,um,um,12744,um
1251,an hour ago,at least an hour ago,12745,at least an hour ago
1252,no blood,no blood,12746,no blood
1253,sorry i didnt catch that,sorry i didnt catch that,12747,sorry i didnt catch that
1254,ah ah my my bowels is normally fine i would normally go to the toilet every day you know in the morning just once yeah and thats fine,uh uh my my boss is normally fine i would normally go to the toilet every day you know in the morning just once yeah and thats fine,12748,uh uh my my boss is normally fine i would normally go to the toilet every day you know in the morning just once yeah and thats fine
1255,no,no,12749,no
1256,no but then um my um my brother um has actually been having similar symptoms um for the past um few days as well and he does say like everyone in schools got this so i i dont know that might that might be something,oh but then um my um my brother um has actually been having similar symptoms um for the past um few days as well and he does say like everyone is col scottish so i i dont know that might that might be from him,12750,oh but then um my um uh my brother um has actually been having similar symptoms um for the past um few days as well and he does say like everyone is col scottish so i i dont know that might be from him
1257,yes,yes,12751,yes
1258,no no rash no nothing that um,no no rash no nothing bad,12752,no no rash no nothing bad
1259,well apart from the fact that this one is giving me abdominal pains no previous abdominal pains before obviously i get the odd um you know menstrual cramps and all that but you know thats you know that comes and goes,well apart from the fact that this one is giving me abdominal pains no previous abdominal pains before obviously i get the old um you know menstrual cramps and all that but you know thats you know that comes and goes,12753,well apart from the fact that this one is giving me abdominal pains no previous abdominal pain before obviously i get the old um you know menstrual cramps and all that but youknow thats thats you uh that comes and goes
1260,um its kind of like towards my navel area like i cant touch my navel area its just so sore and it gets yeah its almost like the center of my navel,um its kinda like towards my navel area like i cant touch my navel area its just so sore and it gets yeah towards at the center of my nipple,12754,um its kinda like towards my navel area like i cant touch my anus area its just so sore and it gets yeah towards at the center of my nipple
1261,yes it does come when it comes i feel this strong urge to go to the to the loo and then and sort of like comes again it comes and,yes it does come when it comes i feel the strong urge to go to the to the loo and then sort of releases me and sort of like comes again it comes and,12755,yes it does come when it comes i feel the strong urge to go to the to loo and then sort of releases me and sort kind of like comes again its comes and
1262,well i i take my my vitamins vitamin d every day thats about thats about all that i regularly take,well i i take my my vitamins that called vitamin d every day thats about thats about all that i typically take,12756,well i i take my my vitamins that called vitamin d every day thats about thats all that i typically take
1263,yeah i eat well normally,yeah i got uh i eat well normally,12757,yeah i got uh i eat well normally
1264,well i dont smoke but you know i have a pint from time to time,well i dont smoke or you know i have a pint from time to time,12758,well i dont smoke or you know i have a pint from time to time
