,refs,trans,__index_level_0__,model_corrected
8544,small bowel obstructions  are a commonly encountered diagnosis within emergency departments,small bowel obstructions be adenine meet diagnosis within emergency adenine department,83269,small bowel obstructions are rarely encountered in diagnosis within the emergency department 
8545,typically these patients have evident risk factors including but not limited to prior abdominal surgery personal or family history of gastrointestinal disorders femoral and inguinal hernias or neoplasm,typically these own apparent hazard include femoral merely not to abdominal surgery gastrointestinal operating room of and inguinal hernia tumor,83270,typically these have apparent risk factors including femoral but not to abdominal surgery gastrointestinal surgery or malignancy and inguinal hernia tumors
8546,in this case we describe an sbo in a female professional athlete whose swift severe symptom onset rapid resolution with conservative treatment lack of identifiable risk factors and prompt return to high level competition without recurrence are certainly unique,in this case we describe Associate Nursing in A female female professional athlete whose fleet severe sbo rapid with Associate cautious treatment lack of identifiable factors and prompt return to high sbo competition without recurrence be surely unique,83271,in this case we describe an example of a female professional athlete whose fleet severe sbo rapid recovery with conservative treatment lack of identifiable risk factors and prompt return to high level competition without recurrence are surely unique
8547,physical exam did not reveal abdominal distension tympany to percussion or highpitched bowel sounds,operating did not reveal abdominal distension to percussion room did sounds tympany,83272,operating did not reveal abdominal distension to percussion or sounds tympany
8548,initial differential diagnosis included appendicitis ruptured ectopic pregnancy and other genitourinary pathology,differential genitourinary diagnosis appendicitis ectopic and other genitourinary pathology,83273,differential diagnosis of appendicitis ectopic pancreas and other genitourinary pathology
8549,computed tomography with contrast revealed distended loops of small bowel with wall thickening enhancement and decompressed loops of bowel distally consistent with an sbo,calculate tomography with revealed distend iteration bowel of bowel with thickening thickening and coil of intestine distally consistent coil Associate in Nursing sbo,83274,computed tomography revealed distended iteration of bowel with thickening and coils of intestine distally consistent with an sbo
8550,the athlete returned to full participation five days after initial presentation without recurrence of symptoms,the render to full participation five after days participation without symptom,83275,the patient returned to full participation five days after discharge without symptoms
8551,outpatient gastroenterology workup was negative for predisposing conditions,workup be negative for predispose conditions,83276,workup was negative for predisposing conditions
8552,this presentation is rare in the absence of bowel pathology family history or prior abdominal surgery,this in absence rare in absence of in bowel family history Oregon prior abdominal operating room,83277,this is rare in the absence of family history or prior abdominal surgery
8553,perhaps her profession as an athlete with frequent air travel and extensive exercise may have contributed to this unique presentation,possibly her profession Associate in Nursing with air in travel and extensive may have to presentation this her unique presentation,83278,possibly her profession an air travel and extensive experience may have contributed to this unique presentation
8554,this case report should serve as a reminder to all providers that sbos can occur in young active patients devoid of risk factors,this case report serve A adenine admonisher A admonisher can to all providers that sbos occur in active patients devoid risk factor,83279,this case report serves as a reminder to all providers that sbos can occur in active patients devoid of risk factors
8555,even in the absence of typical signs on physical examination providers should use imaging as adjuncts based on their clinical gestalt and utilize conservative management when appropriate to maximize chances of recovery with minimal morbidity,even absence in the absence signs on physical examen use should even use imaging as unwholesomeness adjunct and utilize chance management appropriate to maximize chance as of convalescence with minimal unwholesomeness on,83280,even in the absence of signs on physical examination physicians should use imaging as an adjunct and utilize appropriate management to maximize the chance of recovery with minimal morbidity
8556,gastrointestinal symptoms are prevalent extrapulmonary systemic manifestations of chronic obstructive pulmonary disease  but have been rarely studied,gastrointestinal symptoms prevailing chronic systemic expression be of extrapulmonary chronic obstructive pneumonic disease merely suffer rarely systemic study pneumonic,83281,gastrointestinal symptoms are prevalent systemic manifestations of extrapulmonary chronic obstructive pulmonary disease  but have rarely been studied
8557,we dissected the perturbations in intestinal function in human patients with copd using comprehensive metabolic and physiological approaches,we dissected routine the perturbations in intestinal physiological routine affected in affected using routine and in approach,83282,we dissected the perturbations in intestinal physiological function in patients using routine and experimental approaches
8558,we conclude that intestinal dysfunction is present in copd worsens with increasing disease severity and is associated with reduced quality of life,we conclude intestinal dysfunction embody present in copd worsen reduce with increasing disease life and associated conclude reduce quality of,83283,we conclude that intestinal dysfunction is present in copd and worsens with increasing disease severity and associated with reduced quality of life
8559,the following position statement is issued by the american society for metabolic and bariatric surgery in response to inquiries made to the society by patients physicians society members hospitals health insurance payors the media and others regarding the need and possible strategies for screening endoscopic examination before metabolic and bariatric surgery  as well as the rationale indications and strategies for postoperative surveillance for mucosal abnormalities including gastroesophageal reflux disease and associated esophageal mucosal injuries  that may develop in the long term after mbs specifically for patients undergoing sleeve gastrectomy or rouxeny gastric bypass,the and to statement indication issue by american to society for metabolic bariatric surgery Indiana by to inquiry hanker do to the society role doctor by society hospital health insurance and payors the and society others the need bariatric possible medium scheme for for endoscopic before bariatric surgery patients well the indication and postoperative for for mucosal abnormalities ebb ebb for disease and consort esophageal mucosal consort that may and develop in the hanker term after mucosal by for patients undergo response sleeve gastrectomy or rouxeny gastric,83284,the statement issued by american society for metabolic bariatric surgery in response to research needs to be done to the patients physicians by society hospitals health insurance and payors and others regarding the need for possible medium and longterm strategies for endoscopic evaluation of mucosal abnormalities reflux disease and associated esophageal symptoms that may develop in the long term after endoscopy for patients undergoing sleeve gastrectomy or rouxeny gastric bypass
8560,the general principles described here may also apply to procedures such as biliopancreatic diversion  and bpd with duodenal switch  however the paucity of procedurespecific literature for bpd and ds limits the value of this statement to those procedures,principles described the here may also apply to bpd ampere biliopancreatic procedurespecific with with duodenal throw the dearth of procedurespecific for bpd principles and procedurespecific limits the respect of this statement those,83285,the principles described here may also apply to a biliopancreatic bpd with duodenal involvement but the paucity of procedurespecific criteria for bpb principles and practices limits the respect of this statement in those patients
8561,in addition children with obesity undergoing mbs may have unique considerations and are not specifically addressed in this position statement,summation fleshiness with fleshiness undergoing mbs whitethorn have alone consideration and cost not not undergoing address in this,83286,summation in patients with obesity undergoing mbs may have only marginal consideration and is not addressed in this report
8562,this recommendation is based on current clinical knowledge expert opinion and published peerreviewed scientific evidence available at this time,this recommendation be based on recommendation current cognition expert opinion and peerreviewed publish peerreviewed scientific available astatine,83287,this recommendation is based on current knowledge expert opinion and published peerreviewed scientific evidence available at present
8563,the statement is not intended to be and should not be construed as stating or establishing a local regional or national standard of care,the statement is the intend or be and angstrom should not regional be of interpret stating Oregon the establishing deoxyadenosine intend monophosphate regional home standard care care,83288,the statement is intended or intended and should not be interpreted as stating or establishing a regional home standard of care
8564,the statement will be revised in the future as additional evidence becomes available,the will retool in the future arsenic be testify available,83289,the system will be retooled in the future as evidence becomes available
8565,anastomosisrelated complications are common after the radical resection of colon cancer,anastomosisrelated complication are park subsequently anastomosisrelated park resection colon of Cancer,83290,anastomosisrelated complications are common after anastomarelated resection of colon cancer
8566,among such complications severe stenosis or completely occluded anastomosis  are uncommon in clinical practice and the separation of the anastomosis is even rarer,among such complications severe Oregon Oregon wholly even anastomosis be be Indiana clinical and separation of the embody even rarer,83291,among such complications severe or all anastomosis may be rare in clinical practice and separation of the oesophagus is even rarer
8567,for such difficult problems as coa or anastomotic separation clinicians tend to adopt surgical interventions and few clinicians try to solve them through endoscopic operations,for such such difficult problem as coa Oregon anastomotic separation through clinician intervention and coa few clinicians clinicians to solve them hear through endoscopic operation,83292,for such difficult problems as coa or anastomotic separation through clinician intervention there are few clinicians to solve them through endoscopic procedures
8568,in this article we present a case of endoscopic treatment of anastomotic closure and separation after radical resection for sigmoid carcinoma,in for article this we present present closure case of treatment of anastomotic present closure endoscopic after radical resection for sigmoid of carcinoma in,83293,in this article we present a case of endoscopic treatment of anastomotic closure after radical resection for sigmoid carcinoma in a patient
8569,with the aid of fluoroscopy we attempted to use the titanium clip marker as a guide to perform an endoscopic incision and successfully achieved recanalization,with endoscopic the aid aid of fluoroscopy we attempted to use the we clip marker with adenine ampere guidebook to an an endoscopic incision and successfully achieve recanalization,83294,with the aid of fluoroscopy we attempted to use the clip marker with a guide to make an endoscopic incision and successfully achieved recanalization
8570,we used a selfexpanding covered metal stent to bridge the intestinal canal to resolve the anastomotic separation,vitamin A selfexpanding alloy cover to stent to bridge the intestinal canal to resolve anastomotic separation,83295,vitamin a selfexpanding alloy covered stent to bridge the intestinal canal to resolve anastomotic separation
8571,finally the patient underwent ileostomy takedown and the postoperative recovery was smooth,ultimately role undergo ileostomy takedown the postoperative recovery Washington smooth,83296,ultimately the patient underwent ileostomy takedown and the postoperative recovery was smooth
8572,the followup evaluation results showed that the anastomotic stoma was unobstructed,followup showed the anastomotic stoma the was stoma unobstructed,83297,followup showed the anastomotic stoma was unobstructed
8573,we reported the successful application of endoscopic technique in a rare case of coa and separation after colon cancer surgery which is worth exploring and verifying through more clinical studies in the future,we reported the application of endoscopic proficiency in a case verify of coa and future separation after colon and cancer surgery which worth research coa and coa through more clinical studies in future the,83298,we reported the application of endoscopic techniques in a case to verify the presence of coa and separation after colon cancer surgery which is worth research and further verifying through more clinical studies in future
8574,gastrointestinal stromal tumors rarely occur in children but when they do their biological behavior and histopathological patterns differ from those of adults,gastrointestinal stromal rarely occur stromal indium child child when they dress their and histopathological patterns differ from those of adults,83299,gastrointestinal stromal tumors rarely occur in children when they dress their clinical and histopathological patterns differ from those of adults
8575,according to the preoperative imaging examination gastroscopy and gastroscopic biopsy the patient was diagnosed with a gastric stromal tumor,according to the preoperative imagination examination gastroscopy tumor and gastroscopic biopsy the affected role role was diagnose with with ampere gastric tumor,83300,according to the preoperative imaging examination gastroscopy and gastroroscopic biopsy the patient was diagnosed with a gastric tumor
8576,postoperative pathology showed that the tumor cells were fusiform and ovoid and mitotic figures were easily seen,postoperative usher that tumor constitute fusiform and egg-shaped equal mitotic calculate equal easily seen,83301,postoperative computed tomography showed that the tumor was fusiform and eggshaped and mitotic cells were easily seen
8577,with surgical treatment the tumor was completely removed,surgical treatment the the be completely the removed be,83302,surgical treatment the tumor was completely removed
8578,the patient recovered well and was discharged on the ninth day after the operation,the patient recover well after was fire on the one-ninth day after the,83303,the patient recovered well and was discharged on the oneninth day after the operation
8579,he is currently under followup,embody currently followup,83304,embody is currently undergoing followup
8580,the effect of different administration routes of omeprazole remains unclear on the recovery in patients with obesity after laparoscopic sleeve gastrectomy ,the effect of different administration of of omeprazole persist unclear recovery fleshiness the recovery Indiana patients with fleshiness after laparoscopic sleeve gastrectomy,83305,the effect of different administration of omeprazole remains unclear on the recovery in patients with obesity after laparoscopic sleeve gastrectomy 
8581,before and after the administration of omeprazole the average change in intragastric ph was much lower in group a  than in group b  ,ahead than and after the administration of omeprazole average humble change in intragastric ph exist much group a ahead than in inch group,83306,before and after the administration of omeprazole average small change in intragastric ph was much lower in group a than in the group b
8582,the incidence of gastrointestinal symptoms was similar between the two groups  however the average duration of remaining symptoms was longer in group a  than in group b  ,the incidence of gastrointestinal symptoms be similar b than the two group however the average duration of longer symptom be longer in group ampere b group b,83307,the incidence of gastrointestinal symptoms was similar in group b than in the other two groups however the average duration of symptoms  was significantly longer in a b group  than group a 
8583,continuous micropump infusion of omeprazole may improve the outcomes in patients with obesity after lsg,continuous micropump infusion of omeprazole indium may micropump the patient with fleshiness subsequently lsg,83308,continuous micropump infusion of omeprazole in may improve the outcome of the patient with obesity after lsg
8584,a randomized doubleblinded placebocontrolled crossover study,A randomized doubleblinded placebocontrolled randomized study randomized,83309,a randomized doubleblinded placebocontrolled placebochronic randomised study
8585,subcutaneous adipose tissue biopsies were analyzed,hypodermic adipose constitute analyze,83310,subcutaneous adipose tissue was analyzed
8586,phosphatase and tensin homolog  hamartoma tumor syndrome  comprises a collection of clinical features characterized by constitutional variants in pten,phosphatase tensin homolog syndrome hamartoma tumor syndrome incorporate A collection clinical feature pten characterized aside constitutional collection in,83311,phosphatase tensin homolog hamartoma tumor syndrome  includes a clinical feature pten characterized by constitutional tissue collections in human tumors
8587,several guidelines recommend thyroid screening beginning at the pediatric age at the time of phts diagnosis however the benefits of early surveillance has not been well defined,several guidepost gland screen beginning at the pediatric age at define the time of phts diagnosis screen however the profit of early have not been well define,83312,several guidelines recommend early gland screening beginning at the pediatric age at or around the time of phts diagnosis however the benefits of early screening have not been well defined
8588,the most common clinical feature at presentation was macrocephaly  followed by impaired development  skinoral lesions  and autism spectrum disorder ,the common about impair of astatine presentation of macrocephaly by impair development followed skinoral speech disorder and autism spectrum disorder,83313,the most common most disabling disorder at presentation is macrocephaly followed by impaired motor development skinoral speech disorders and autism spectrum disorder
8589,discussionpatients with macrocephaly impaired cognitive development and thyroid nodules andor earlyonset gastrointestinal polyps should undergo constitutional testing for phts,discussionpatients with impaired cognitive development macrocephaly nodules andor thyroid earlyonset gastrointestinal polyp thyroid should undergo constitutional with testing cognitive for,83314,discussionpatients with impaired cognitive development macrocephaly thyroid nodules andor earlyonset gastrointestinal polyps should undergo constitutional testing for thyroid abnormalities
8590,despite the existence of multiple studies on the different digestive symptoms and their relationship with this disease it is still vital to highlight the severity of the different symptoms the need to diagnose it properly and quickly,contempt different existence of studies on different symptoms digestive and the kinship with this disease vital exist and vital to the to the different disease symptoms need to diagnose diagnose information technology properly and this quickly this,83315,despite the existence of studies on different digestive symptoms and the relationship with this disease it is vital to know the different disease symptoms needed to diagnose it properly and rapidly
8591,currently in colombia there are no writings that highlight the above,currently Colombia be no highlight the above,83316,currently there is no evidence to highlight the above
8592,physical examination with intense pain in the colic frame with tenderness,physical examination with with pain tenderness frame with with tenderness,83317,physical examination presented with abdominal pain and frame tenderness
8593,symptomatic management was given with subsequent improvement,symptomatic was give with,83318,symptomatic was given with prednisolone
8594,primary ovarian mucinous carcinoma is a rare histologic subtype of epithelial ovarian carcinoma and exhibits considerable morphologic overlap with secondary tumour,chief ovarian mucinous carcinoma exist carcinoma a histological subtype mucinous of epithelial carcinoma and exhibit considerable morphologic lap exhibit with secondary,83319,primary ovarian mucinous carcinoma is a histological subtype of epithelial ovarian carcinomas and exhibits considerable morphologic laparoscopic variability with secondary hyperplasia
8595,it is hard to differentiate primary from metastatic ovarian mucinous carcinoma by morphological and immunohistochemical features,information technology is to differentiate primary from metastatic ovarian mucinous carcinoma by and immunohistochemical feature and,83320,it is difficult to differentiate primary from metastatic ovarian mucinous carcinoma by clinical and immunohistochemical features
8596,because of the histologic similarity between primary ovarian mucinous carcinoma and metastatic gastrointestinal carcinoma it has been hypothesized that ovarian mucinous carcinomas might respond better to nongynecologic regimens,because of nongynecologic similarity between primary of mucinous carcinoma and gastrointestinal carcinoma between information technology has be carcinoma hypothesized that and mucinous respond better to nongynecologic regimen,83321,because of the nongynecologic similarity between primary mucinous carcinoma  and gastrointestinal carcinomas  it has been hypothesized that primary gastric and esophageal lesions may respond better to neoadjuvant regimens
8597,however the standard treatment of advanced ovarian mucinous carcinoma has not reached a consensus,however the standard however treatment of promote ovarian birth not achieve achieve consensus,83322,however the standard treatment of advanced ovarian cancer has not yet achieved consensus
8598,the patient initially misdiagnosed as having gastrointestinal carcinoma because of similar pathological features,the patient initially misdiagnosed as gastrointestinal carcinoma because of similar pathological features pathological,83323,the patient was initially misdiagnosed as gastrointestinal carcinoma because of similar pathological features
8599,based on the physical examination tumour markers imaging tests and genetic tests the patient was clinically diagnosed with ovary mucinous adenocarcinoma,base the physical examination imagination and mucinous the patient constitute ovary ovary mucinous adenocarcinoma,83324,based on the physical examination imaging and histopathology the patient was diagnosed as having ovary mucinous adenocarcinoma
8600,whether gastrointestinaltype chemotherapy or gynecologic chemotherapy was a favourable choice for patients with advanced ovarian mucinous cancer had not been determined,whether gastrointestinaltype chemotherapy or gynecologic be monophosphate favourable be patient with advanced chemotherapy patient be induce not been determined,83325,whether gastrointestinaltype chemotherapy or gynecologic chemotherapy is a favourable treatment for patients with advanced cancer has not been determined
8601,the patient received a chemotherapy regimen based on the histologic characteristics rather than the tumour origin,the based role received chemotherapy based on the histologic feature rather than the beginning the,83326,the patient received chemotherapy based on histologic features rather than the beginning of the disease
8602,the patient received nine cycles of folfox and bevacizumab,the bevacizumab patient folfox get nine cycles of folfox and bevacizumab patient,83327,the patient received nine cycles of folfox and bevacizumab
8603,satisfactory therapeutic efficacy was achieved,satisfactory therapeutic efficacy,83328,satisfactory therapeutic efficacy
8604,the genetic analysis might be used in the differential diagnosis of primary ovarian mucinous carcinoma and nongynecologic mucinous carcinoma,the genetic analysis might be use differential diagnosis of primary mucinous and nongynecologic mucinous carcinoma,83329,the genetic analysis might be used for differential diagnosis of primary and nongynecologic mucinous carcinoma
8605,moreover primary ovarian mucinous carcinoma patients could benefit from gastrointestinaltype chemotherapy,furthermore primary gastrointestinaltype ovarian mucinous affected role could benefit from gastrointestinaltype chemotherapy furthermore,83330,moreover primary ovarian mucinous cancer patients could benefit from gastrointestinaltype chemotherapy furthermore
8606,laparoscopic sleeve gastrectomy  has become the most commonly performed bariatric procedure worldwide,laparoscopic sleeve commonly has become the laparoscopic commonly perform procedure become,83331,laparoscopic sleeve gastrectomy  has become the most commonly performed procedure
8607,newer studies providing longterm followup show a high incidence of weight regain and a high incidence of reflux,newer study providing longterm follow-up a longterm high incidence find weight and follow-up ampere weight high incidence study reflux,83332,newer study providing longterm followup findings a high incidence of weight regain and a low incidence for reflux
8608,this is a retrospective analysis of prospectively collected data,this be a retrospective analysis of data prospectively this collect,83333,this is a retrospective analysis of data prospectively collected
8609,obesity can affect postoperative outcomes of gastrectomy,obesity obesity postoperative outcomes of gastrectomy,83334,obesity and postoperative outcomes of sleeve gastrectomy
8610,visceral fat area is superior to body mass index in predicting postoperative complications,fat area be superior to body fat index index predicting index complications be,83335,fat area was superior to body fat index in predicting complications 
8611,however visceral fat area measurement is timeconsuming and is not optimum for clinical use,however visceral visceral fatten area fatten is timeconsuming and be not for for clinical use,83336,however visceral fat area measurement is timeconsuming and is not suitable for clinical use
8612,meanwhile trunk fat volume  can be easily measured via bioelectrical impedance analysis,meanwhile luggage fat volume toilet fat easily measured via bioelectrical electric resistance luggage,83337,meanwhile fat volume can be easily measured via bioelectrical impedance analysis
8613,hence the current study aimed to determine the ability of tfv to predict the occurrence of complications after gastrectomy,hence the study to the ability of tfv hence predict the occurrence occurrence of after gastrectomy,83338,hence the aim of this study was to determine the ability of tfv hence to predict the occurrence of dysphagia after gastrectomy
8614,the tfvh and bmih groups had a significantly longer operative time than the tfvl  and bmil groups ,the and bmih groups ampere longer longer significantly operative time time than operative the tfvl and bmil,83339,the tfvl and bmih groups had a significantly longer operative time than the tfl and fbmil groups 
8615,moreover the tfvh group had a significantly higher complication rate  and a lower number of resected lymph nodes  than the tfvl group,furthermore the tfvh furthermore had significantly high complication rate and vitamin the lower number of resected lymph node than tfvl,83340,moreover tfvh had a significantly higher complication rate and a lower number of resected lymph nodes than tfvl
8616,tfv independently affected postoperative complications,tfv affected,83341,tfv patients
8617,hence it may be a useful parameter for the evaluation of obesity and a predictor of complications after gastrectomy,hence it be a utilitarian a parameter for the of and obesity and a predictor of,83342,hence it is a useful parameter for the evaluation of obesity and a predictor of diabetes
8618,we aimed to determine the safety tolerability pharmacokinetics and pharmacodynamics of this drug combination,aim determine the of safety tolerability pharmacokinetics and drug of this drug combination,83343,aims to determine the safety tolerability pharmacokinetics and drug interactions of this drug combination
8619,most adverse events were mild to moderate in severity and the proportion of participants with one or more adverse event was similar across treatment groups,most adverse event were mild to moderate in severity the proportion player with one or more adverse was similar across treatment,83344,most adverse events were mild to moderate in severity and the proportion of participants with one or more adverse effects was similar across treatment groups
8620,exposure was proportional to cagrilintide dose and did not affect semaglutide exposure or elimination,exposure cost proportional cagrilintide venereal disease venereal practice affect and affect exposure or and,83345,exposure was proportional to cagrilintide dose used and did not affect exposure or disease duration
8621,future larger and longer trials are needed to fully assess the efficacy and safety of this treatment combination,future big and needed longer treatment trials are amply big tax efficacy and safety of this treatment combination,83346,future larger and needed longer trials are needed to fully assess the efficacy and safety of this treatment combination
8622,introduction and meckels diverticulum  is a vestigial remnant of the omphalomesenteric duct representing the most common congenital malformation of the gastrointestinal tract,insertion and and meckels diverticulum constitute congenital of gastrointestinal the meckels omphalomesenteric and duct represent the most common congenital vestigial malformation of the gastrointestinal pathway,83347,meckels diverticulum  and meckelssyndrome  are congenital vestigial malformations of the omphalomesenteric and ducts and represent the most common congenitally rare ductal malformation of gastrointestinal tract
8623,diagnosis of md is a challenge because of its rarity and frequent asymptomaticity,md be challenge because and of information technology and frequent asymptomaticity,83348,md is challenging because of its heterogeneity and frequent asymptomaticity
8624,radiological exams generally arent useful for its diagnosis,radiological exams information generally arent for information information technology diagnosis diagnosis,83349,radiological exams generally arent useful for its diagnosis
8625,intestinal obstruction represents the most common complication of md in adults,intestinal obstruction represents the in common complication of doctor in adult complication,83350,intestinal obstruction represents the most common complication of md in adults
8626,surgery is the appropriate treatment of complicated md,the appropriate treatment mendelevium,83351,the appropriate treatment is mendelevium
8627,physical examination revealed abdominal distention and abdominal pain without blumbergs sign,forcible examination revealed abdominal sign and abdominal pain without blumbergs sign,83352,physical examination revealed abdominal tenderness and abdominal pain without blumbergers sign
8628,abdominal contrastenhanced computed tomography  showed small bowel obstruction caused by suspected md,abdominal contrastenhanced calculate tomography read small suspected intestine obstruction aside Maryland,83353,abdominal contrastenhanced computed tomography showed small suspected small bowel obstruction by md
8629,laboratory tests reported high serum levels of glycemia ldh creactive protein and leukocytosis,lab report high serum degree glycemia tests ldh creactive protein and leukocytosis,83354,laboratory reports reported high serum levels of glycemia tests ldh creactive protein and leukocytosis
8630,after diagnosis of intestinal obstruction the patient underwent exploratory laparotomy a segmental resection of ischemic distal ileum bearing a necrotic md was performed,subsequently diagnosis of intestinal obstruction the underwent exploratory laparotomy vitamin A metameric resection of ischemic distal ileum bearing resection a the necrotic resection perform,83355,after the diagnosis of intestinal obstruction the patient underwent exploratory laparotomy and a segmental resection of the ischemic distal ileum bearing the presence of a necrotic lesion was performed
8631,the postoperative course of patient was uneventful,the course role of affected was uneventful,83356,the course of the patient was uneventful
8632,md is mostly asymptomatic and incidentally discovered if not complicated a debate exist about management of asymptomatic md,is asymptomatic Doctor and largely if not if complicate exist about of asymptomatic Doctor Medicine,83357,is mostly asymptomatic and mostly if not if complicated is most common complication of md
8633,surgery represents the definitive treatment of complicated md,surgery surgery represent surgery definitive of treatment surgery of represent complicate md,83358,surgery represents definitive treatment of complicated md
8634,md is a true diverticulum rarely discovered in adults,be a true diverticulum rarely discovered in adult,83359,be a true diverticulum rarely discovered in adults
8635,diagnosis of md is difficult even with the help of radiological exams,of with md even with oneself the oneself of radiological examination of,83360,the diagnosis of md even with the use of radiological examination is difficult
8636,although surgical resection represents the correct treatment of symptomatic md nowadays there is no consensus on the optimal treatment of asymptomatic and incidentally discovered md,although surgical resection represents the correct treatment of doctor of there is no along along the optimal treatment of asymptomatic and by the way treatment upon md,83361,although surgical resection represents the correct treatment of md there is no consensus on the optimal treatment for asymptomatic md and by the way treatment depends upon md
8637, the present study aimed to determine the frequency of spinal metastases to evaluate the features of spinal metastases and to reveal clues to shed light on the origin of spinal metastases with unknown primary,the study aimed the to determine the frequency spinal of to the sport of spinal anesthesia metastasis and to reveal clue to primary light on the origin anesthesia metastasis study primary,83362,the study aimed to determine the frequency of the features of spinal metastases and to reveal clues to shed light on the origin of metastasis and the primary pathogenesis
8638,the groups were evaluated in terms of age gender number of spinal metastases  and localization of spinal metastasis,group gender spinal measure in price metastases of of age gender number of spinal metastases and localization localization of spinal spinal metastasis,83363,group gender was evaluated in terms of age gender number of spinal metastases and location of spine metastasis
8639,the spinal localization evaluation included both the main anatomical localizations and a detailed evaluation of each spine,the spinal of evaluation included the main anatomical included localization and adenine evaluation of spine,83364,the main aspects of the evaluation included the anatomical localization and a pathological evaluation of spine
8640,the most common metastasis region was the thoracic spine in respiratory system cancers  the thoracic  lumbar spine in breast  prostate  and gynecologic  cancers and the lumbar spine in gastrointestinal  and urinary  tract cancers  it was observed that primary cancers were often prone to metastasis to nearby spine,the common metastasis region was the pectoral spine in respiratory system gland the thoracic lumbar spine in summit prostate gland gynecological Cancer and the lumbar spine in and spine tract cancers it it Washington be gynecological often prone to to nearby spine,83365,the most common metastasis region was the thoracic spine in gynecologic respiratory system breast prostate gland and lung system the chestic lumbar spine  in breast and prostate cancer and the cervical spine and spine tract cancers because it was often more often prone to metastases to nearby spine
8641,the results obtained by detailed examination of spinal metastases may provide a clinical benefit by providing clues in investigation of primary unknown cancers,the provide obtained aside examination of metastasis whitethorn provide A clinical benefit obtained hint provide indium investigation of elementary hint unknown Cancer of,83366,the information obtained by examination of metastases may provide a clinical benefit and suggests a useful role in the investigation of primary unknown cancer
8642,protein c deficiency increases the risk of an individual to develop thromboembolism and its complications,protein insufficiency increases the complication of an and individual to evolve thromboembolism and and its complication,83367,protein insufficiency increases the risk of an individual to evolve thromboembolism and its complications
8643,clinical presentation of the complication of thrombosis in an unusual site may becloud clinical judgment resulting in missed diagnosis,presentation presentation complication of the complication of thrombosis in Associate becloud Nursing unusual locate in becloud clinical presentation judgment resulting Nursing missed diagnosis,83368,presentation and complications of the complication of thrombosis in an unusual site can be clouded by clinical presentation and assessment resulting in missed diagnosis
8644,we present an unusual case of protein c deficiency presenting with symptoms referable to the gastrointestinal system,we give gastrointestinal an c case of ascribable protein c deficiency presenting with symptoms ascribable to the the gastrointestinal system,83369,we present an unusual case of protein c deficiency presenting with symptoms due to the abnormalities of the gastrointestinal system
8645,physical examination was unremarkable,physical interrogation interrogation was unremarkable,83370,physical examination was unremarkable
8646,upper gastrointestinal endoscopy showed varices,amphetamine gastrointestinal endoscopy show,83371,amphetamine gastrointestinal endoscopy showed positive results
8647,abdominal ultrasound scan and ct scan of the abdomen revealed thrombus in the portal vein,ultrasound scan and abdominal of the the scan abdominal cavity scan revealed thrombus portal in the portal vein the,83372,ultrasound scan and ultrasonography of the abdomen revealed thrombus in the portal vein
8648,this case emphasizes the need for extensive investigations in patients with common sometimes neglected abdominal symptom such as bloating,this motivation case this the for extensive investigations in in patients with common neglected abdominal symptom such equally bloat,83373,this case highlights the need for extensive investigations in patients with common neglected abdominal symptoms such as bloating
8649,it has also contributed in expanding the differential diagnosis of bloating and manifestations of protein c deficiency,protein technology has in contribute boom boom the differential gear diagnosis of bloat expression differential of protein has C protein insufficiency in,83374,it has contributed to boom in the differential diagnosis of bloating and expression of protein c deficiency in humans
8650,further evaluation in asian populations is warranted,farther evaluation inch populations evaluation asian guarantee populations,83375,further evaluation in asian populations is warranted
8651,a doubleisotope technique was used to measure gastric emptying of both the solid and the liquid phases of the meal,angstrom doubleisotope of technique was gastric vacate of both the solid to and the gastric phase of meal,83376,a doubleisotope technique was used to measure gastric emptying of both the solid meal prior to and during the postoperative phase of the meal
8652,gastric emptying was unchanged in the three other patients who gained very little weight during the time of the study,gastric be three in the three patients patients who little weight during the time gastric of analyze,83377,gastric emptying was delayed in the three patients who lost little weight during the time of study
8653,as gastric emptying improved so did nausea vomiting and gastric fullness,arsenic improved gastric do evacuate improved so do do nausea fullness fullness,83378,arsenic gastric emptying improved so did nausea and fullness
8654,in three patients who had initially gained weight nausea and gastric fullness recurred associated again in all cases with a delay in gastric emptying,trey patients Organization Health Organization weight get advance weight empty nausea ampere gastric fullness recurred associated again in all encase with ampere delay in gastric empty get,83379,trey patients who had advanced weight regain nausea and nausea as well as gastric fullness recurred again and again in all cases with a delayed delay in gi emptying
8655,in conclusion in anorexia nervosa delayed gastric emptying which is a frequent feature and which is well correlated with some of the upper digestive complaints can return to normal without any pharmacological treatment,indium stopping point in anorexia some nervosa check gastric emptying which any constitute monophosphate which feature correlated and which be well emptying with in some of the upper berth digestive charge can return to indium normal without pharmacological treatment,83380,the stopping point in anorexia nervosa is delayed gastric emptying which can be any of a number of features correlated and which is well correlated with in some cases some of the upper digestive levels can return to normal without pharmacological treatment
8656,in this improvement psychological assistance may play a role together with the correction of the malnutrition,in this improvement psychological aid improvement play together a role together with the correction of the,83381,in this improvement psychological aids play a major role together with the correction of the symptoms
8657,the impact of diet in shaping the gut microbiota is well known particularly for md,the of inch shaping the gut microbiota is well diet know diet peculiarly for microbiota Doctor of Medicine,83382,the role of diet in shaping the gut microbiota is well known diet particularly for dm
