sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
2564,and it  will be a good idea when youre feeling better if we   can arrange just a review just to see how your asthma is because we may need to start some other medication for you,and it would be a good idea when youre feeling better if we could arrange just a review just to see how your asthma is because we may need to start some other medication for you,will -> would; can -> could,2,,0,,0,34
2565,you could arrange a review in a week or so um but but before that and if youre if youre feeling worse,you   can arrange a review in a week or so um but but before that and if youre if youre feeling worse,could -> can,1,,0,,0,21
2566,which you can get ** from the pharmacy i can put a ******** on your notes about what to take,which you can get it from the pharmacy i can put a question on your notes about what to take,,0,,0,it; question,2,18
2567,and then if you when you get the peak flow meter if you can take the pharmacist can show you how to use it and if you   can record a value first thing when you wake up,and then if you when you get the peak flow meter if you can take the pharmacist can show you how to use it and if you could record a value first thing when you wake up,can -> could,1,,0,,0,36
2568,and in the evening over the next week and then we can discuss that over the phone when we look at the figures and see whether you need to go on another inhaler as well,um in the evening over the next week and then we can discuss that over the phone when we look at the figures and see whether you need to go on another inhaler as well,and -> um,1,,0,,0,34
2569,uh date of birth **** ******** twenty    second   of december nineteen ninety uh address uh ****** ** * ***** sixteen avenue,"uh date of birth 22nd december    one thousand, nine  hundred      and ninety uh address uh twenty 3d d sixty  strong avenue","twenty -> one; second -> thousand,; of -> nine; december -> hundred; nineteen -> and; sixteen -> strong",6,,0,22nd; december; twenty; 3d; d; sixty,6,9
2570,no not that bad but still sometimes need to go to *** hospital to check if it goes well,no not that bad but still sometimes need to go to the hospital to check if it goes well,,0,,0,the,1,18
2571,yeah so i have i have cough and cough a lot and i have a fever um i also used to walk to work but recently i cant because its  i i feel like very short of breath and sometimes i feel like i cant even finish ** ****** * sentence  is quite difficult to to complete the the the talking sometimes yeah occasionally,yeah so i have i have cough and cough a lot and i have a fever um i also used to walk to work but recently i cant because its ii i feel like very short of breath and sometimes i feel like i cant even finish to saying a sentence its quite difficult to to complete the the the talking sometimes yeah occasionally,i -> ii; is -> its,2,,0,to; saying; a,3,59
2572,no just *** daytime working yeah,no just the    time working yeah,daytime -> time,1,,0,the,1,4
2573,ohh um when i had asthma i used to take this ** inhaler yeah,oh ** when i had asthma i used to take this in    here yeah,ohh -> oh; inhaler -> here,2,um,1,in,1,10
2574,so um recently im * wheezy uh i have feel like kind of short of breath,so um recently im d wheezy uh i have feel like kind of short of breath,,0,,0,d,1,15
2575,um i took **** salbutamol salbutamol yeah,um i took tool         so        but yeah,salbutamol -> so; salbutamol -> but,2,,0,tool,1,4
2576,uh i have uh hay fever as well,uh i have  a hay fever as well,uh -> a,1,,0,,0,7
2577,mmm    two three days yeah quite recently,mm twenty three days yeah quite recently,mmm -> mm; two -> twenty,2,,0,,0,5
2578,uh ** one glass of wine,uh uh one glass of wine,,0,,0,uh,1,5
2579,** i live with my partner,oh i live with my partner,,0,,0,oh,1,5
2580,no i cant because i used to **** ** walk walk to work but recently i i work from home or sometimes i take sick leave yeah,no i cant because i used to work uh    i work to work but recently i i work from home or sometimes i take sick leave yeah,walk -> i; walk -> work,2,,0,work; uh,2,23
2581,sorry oh as a as  a adult yeah,sorry uh as a as an adult yeah,oh -> uh; a -> an,2,,0,,0,6
2582,yeah **** theyll be helpful,yeah that  would be helpful,theyll -> would,1,,0,that,1,3
2583,uh yes i had asthma i also had uh ** ** hay fever and ****** eczema ** **** sorry,uh yes i had asthma i also had uh ha uh hay fever and asthma eczema as well sorry,,0,,0,ha; uh; asthma; as; well,5,14
2584,** *** ** ** ** hi there its doctor smith from babylon,my leg in my um hi there its doctor smith from babylon,,0,,0,my; leg; in; my; um,5,7
2585,any change in your bowel habit diarrhoea vomiting or blood in the stool,any change in your bowel habit  diarrhea vomiting or blood in the stool,diarrhoea -> diarrhea,1,,0,,0,12
2586,ok right yeah whereabouts was it,ok ***** yeah whereabouts was it,,0,right,1,,0,5
2587,whereabouts were you in the states,whereabouts were you in the  state,states -> state,1,,0,,0,5
2588,and whats your     job,i  what your problem,and -> i; whats -> what; job -> problem,3,,0,,0,1
2589,ok  fine and um hows your mental health your stress levels all that,ok right and um hows your mental health your stress levels all that,fine -> right,1,,0,,0,12
2590,your hands wrists ankles toes,what hands wrists ankles toes,your -> what,1,,0,,0,4
2591,do you take your regular inhalers or other medication,do you take  any regular inhalers or other medication,your -> any,1,,0,,0,8
2592,you havent been using it you said,you havent been  used it you said,using -> used,1,,0,,0,6
2593,and any erm do you take any other medications,and any  um do you take any other medications,erm -> um,1,,0,,0,8
2594,sorry um so with this rash we would need to investigate whether this has been a contributing factor to your symptoms and just because of your symptoms which have been ongoing for six weeks thats obviously quite a long time to notice a change in your energy levels,sorry um so with this rash we would need to investigate whether this has been a contributing factor to your symptoms and just because of your symptoms which have been ongoing for six weeks   its obviously quite a long time to notice a change in your energy levels,thats -> its,1,,0,,0,47
2595,um i think its important to get some blood tests checking all the normal things like liver kidneys blood count **    etc but also some more specific things like um a bacterial infection you can sometimes get uh including one which you can get which can produce a rash like that so that would involve blood tests are you happy to do that,um i think its important to get some blood tests checking all the normal things like liver kidneys blood count et cetera but also some more specific things like um * bacterial infection you can sometimes get uh including one  that you can get which can produce a rash like that so that would involve blood tests are you happy to do that,etc -> cetera; which -> that,2,a,1,et,1,59
2596,well you can get uh you can get a bacterial infection caused which is called um its *** called lyme disease that you can get a rash like that from a tick bite,well you can get uh you can get * bacterial infection caused which is called um its its called lime ******* that you can get a rash **** that from a   ti ****,lyme -> lime; tick -> ti,2,a; disease; like; bite,4,its,1,26
2597,ok um so when **** do you think you were last well,ok um so when when do you think you were last well,,0,,0,when,1,11
2598,so thats something we would do a test for as well um and if that comes back positive then there are specific antibiotics that we would give you to treat it,so thats something we would do a test for as well uh and if that comes back positive then there are specific antibiotics that we would give you to treat it,um -> uh,1,,0,,0,30
2599,so its definitely worth checking for but we would also check just for ***** ****** ** which can cause reduced energy tiredness and aching for persistent over six weeks,so its definitely worth checking for but we would also check just for other things um which can cause reduced energy tiredness and aching for persistent over six weeks,,0,,0,other; things; um,3,26
2600,did you get any infections chest infections diarrhoea vomiting anything like that,did you get any infections chest infections  diarrhea vomiting anything like that,diarrhoea -> diarrhea,1,,0,,0,11
2601,ok so just tell me what symptoms youve been having in terms of just your general health any persistent cold symptoms or earaches sore throat chest ***** cough shortness of breath phlegm anything like that,ok so just tell me what symptoms youve been having in terms of just your general health any persistent cold symptoms or earaches sore throat chest chest cough shortness of breath phlegm anything like that,,0,,0,chest,1,34
2602,no the symptoms sort of all started afterwards,yeah the symptoms sort of all started afterwards,no -> yeah,1,,0,,0,7
2603,uh i dont think so like im probably less hungry but no no weight change just a bit,um i dont think so like im probably less hungry but no no weight change just a bit,uh -> um,1,,0,,0,17
2604,um i dont have any rashes now  but there was uh in fact ive got a photo um on my phone *** if if thats helpful i can try and show you hang on um because this yeah this was weird this sort of came up and then uh,um i dont have any rashes now they ***** *** uh in fact ive got a photo um on my phone and if if thats helpful i can try and show you hang on um because this yeah this was weird this sort of came up and then uh,but -> they,1,there; was,2,and,1,45
2605,disappeared after a couple of weeks **** wheres the light * **** that you see that,disappeared after a couple of weeks that    was the light i know that you see that,wheres -> was,1,,0,that; i; know,3,12
2606,yeah its ** matt carter and its fourteenth of august *** ********* **** ******* nineteen eighty nine and *** ** what was the last bit,"yeah its uh   ma caster and its       14th of august one thousand, nine hundred      and eighty nine and was it what was the last bit",matt -> ma; carter -> caster; fourteenth -> 14th; nineteen -> and,4,,0,"uh; one; thousand,; nine; hundred; was; it",7,14
2607,uh i think sort of calf back of my calf ** because i didnt notice it my wife noticed it actually,uh i think sort of calf back of my calf uh   cause i didnt notice it my wife noticed it actually,because -> cause,1,,0,uh,1,19
2608,um ***** **  i to be honest that actually  turns  out it was a bit of a sore throat i had um so possibly a little bit feverish but i i sort of put it down to that,um right uh uh to be honest that actually coined with ** *** a bit of a sore throat i had um so possibly a little bit feverish but i i sort of put it down to that,i -> uh; turns -> coined; out -> with,3,it; was,2,right; uh,2,31
2609,uh i ********** like i do quite a lot of walking and we did um quite a lot while we were out in the on holiday as well but definitely um,uh i definitely like i do quite a lot of walking and we did um quite a lot while we were out in the on holiday as well but definitely um,,0,,0,definitely,1,30
2610,yeah i mean i dont i dont recall any  bugs i dont remember seeing anything bitten but you often like yeah as youre walking through i was in shorts and and boots but *** **** * ****** ***,yeah i mean i **** i dont recall any bites i dont remember seeing anything bitten but you often like yeah as youre walking through i was in shorts and and boots but you feel a little bit,bugs -> bites,1,dont,1,you; feel; a; little; bit,5,31
2611,um just sort of um   he examined me so,um just sort of uh near       yo ** so,um -> uh; he -> near; examined -> yo,3,me,1,,0,5
2612,but its the sort of headache maybe in just generally feeling a bit crappy,uh *** *** sort of headache maybe in just generally feeling a bit crappy,but -> uh,1,its; the,2,,0,11
2613,um ive been going to work i dont know how effective its been but yeah *** been been,um ive been going to work i dont know how effective its been but yeah ive been been,,0,,0,ive,1,17
2614,and its one babylon avenue,um its one babylon avenue,and -> um,1,,0,,0,4
2615,yeah definitely sort of tired and um yeah less energy sort of ** probably * ***** ****** than i i would normally be,yeah definitely sort of tired and um yeah less energy sort of uh probably i think engage than i i would normally be,,0,,0,uh; i; think; engage,4,19
2616,not as much i i dont know if its i havent been able to or ive just been a bit lazy with it i im not exercising as **** ** i would normally,not as much i i dont know if its i havent been able to or ive just been a bit lazy with it i im not exercising as much as i would normally,,0,,0,much; as,2,31
2617,* **** pretty good at the moment actually like it previously that has been an issue but um,i look pretty good at the moment actually like uh previously that has been an issue but um,it -> uh,1,,0,i; look,2,15
2618,** other than sort of physically feeling a bit,uh other than sort of physically feeling a bit,,0,,0,uh,1,8
2619,uh yeah sort of aching shoulders back the hips knees but sort of yeah   not,uh yeah sort of aching shoulders back the hips knees but sort of yeah north,not -> north,1,,0,,0,14
2620,* asthma and hay fever if they can help,a asthma and hay fever if they *** help,,0,can,1,a,1,7
2621,uh no *** pretty well          i think,uh no its pretty well controlled    ok,i -> controlled; think -> ok,2,,0,its,1,4
2622,uh yeah ive got one of those um preventative i think yeah ** ** **** ***** * *** but ive not used  one,uh yeah ive got one of those um preventative i think yeah uh to take twice a day but  im not used much,ive -> im; one -> much,2,,0,uh; to; take; twice; a; day,6,15
2623,i i have it ive been using the ***** everyday for the morning and night but not the uh ********* ***,i i have ** ive been using the every      day for the morning and night but not the uh albuterol not,everyday -> day,1,it,1,every; albuterol; not,3,16
2624,um i ***** * *  take um ** one of the * antihistamines it might be **** can i get that from just from the pharmacy,um i think i i think um uh one of the i          think it might be zine can i get that from just from the pharmacy,take -> think; antihistamines -> think,2,,0,think; i; i; uh; i; zine,6,18
2625,*** ** **** um coming i i dont really know whats been going on but its just aching all over but **** definitely the last six weeks it might have been slightly longer than that but its just sort of that feeling really tired run down,and it come in     uh i i dont really know whats been going on but its just aching all over but yeah definitely the last six weeks it might have been slightly longer than that but its just sort of that feeling really tired run down,um -> in; coming -> uh,2,,0,and; it; come; yeah,4,40
2626,sorry occasionally that was,so occasionally that one,sorry -> so; was -> one,2,,0,,0,2
2627,uh yeah ** ** ** ********* *****    i   but   uh what whats the infection,uh yeah im in ge generally happy with blood test what whats the infection,i -> with; but -> blood; uh -> test,3,,0,im; in; ge; generally; happy,5,6
2628,ok so do the test first and then * and that follow up we can just do over the phone again or yeah,ok so do the test first and then a and that follow up we can just do over the phone again oh yeah,or -> oh,1,,0,a,1,21
2629,uh where are we now weve just started april  i definitely christmas new year i felt relatively well i think,uh where are we now   we just    like april uh definitely christmas new year i felt relatively well i think,weve -> we; started -> like; i -> uh,3,,0,,0,17
2630,oops sorry you broke up a bit there,oh sorry you broke up a bit  then,oops -> oh; there -> then,2,,0,,0,6
2631,ohh no not no,oh no not no,ohh -> oh,1,,0,,0,3
2632,ok  take care thank you bye,ok thank  you thank you bye,take -> thank; care -> you,2,,0,,0,4
2633,yeah * had a had a great time very active uh,yeah i had a had a great time very active um,uh -> um,1,,0,i,1,9
2634,ok and what about at     night time are you able to fall asleep,ok and what about at nighttime **** are you able to fall asleep,night -> nighttime,1,time,1,,0,11
2635,is it waking you up in the     night time,is it waking you up in the nighttime ****,night -> nighttime,1,time,1,,0,7
2636,um i cant hear you at the moment actually could you turn it up the volume up,um i cant hear you at the moment actually could you turn ** up the volume up,,0,it,1,,0,16
2637,ok and have you had any cold symptoms sore throat sore ears or pain over the sinuses any cough or   flem,ok and have you had any cold symptoms sore throat sore ears or pain over the sinuses any    co or phlegm,cough -> co; flem -> phlegm,2,,0,,0,19
2638,so youve been youve had a headache for three days ** how many days have you missed off work,so youve been youve had a headache for three days ho how many days have you missed off work,,0,,0,ho,1,18
2639,ok and when youd *** when youve had when you described your headaches in the past you said they were just general did you have any visual symptoms flashing lights nausea vomiting with them,ok and when youd had when youve had when you described your headaches in the past you said they were just general did you have any visual symptoms    flash lights nausea vomiting with them,flashing -> flash,1,,0,had,1,32
2640,have you had your blood pressure checked recently with your pill,have you had your    bp ******** checked recently with your pill,blood -> bp,1,pressure,1,,0,9
2641,how much in a normal   week do you think,how much in a normal weight do you think,week -> weight,1,,0,,0,8
2642,um so uh i mean its obviously the first time youve had such a bad headache and you said youd had some altered light in front of your eyes as well,um so ** i mean its obviously the first time youve had such a bad headache and you said youd had some altered light in front of your eyes as well,,0,uh,1,,0,30
2643,but the fact its still ongoing for three days we probably should book you into an appointment to get an examination,but  in fact its still ongoing for three days we probably should  put you into an appointment to get an examination,the -> in; book -> put,2,,0,,0,19
2644,um in terms of medication i can prescribe you something similar to ibuprofen but a bit stronger which you can take instead of ibuprofen and you can also take paracetamol at the same time,um in terms of medication i can prescribe you something similar to ibuprofen but a bit   strong which you can take instead of ibuprofen and you can **** take paracetamol at the same time,stronger -> strong,1,also,1,,0,32
2645,and start the medication which i  prescribe to you take it with food,and start the medication which i prescribed to you take it with food,prescribe -> prescribed,1,,0,,0,12
2646,if if youre you said that when you go to bed your headaches ** ok and not waking you up in the     night time,if if   you you said that when you go to bed your headaches is ok and not waking you up in the nighttime ****,youre -> you; night -> nighttime,2,time,1,is,1,20
2647,ok thats fine um i mean if if in the meantime before your appointment your headache is getting unbearable getting worse or changing then **** um if its that bad then you should go to  a and e and have an examination,ok thats fine um i mean if if in the meantime before your appointment your headache is getting unbearable getting worse or changing then call um if its that bad then you should go to ae *** * and have an examination,a -> ae,1,and; e,2,call,1,38
2648,and when when you have  a an examination with us well check your blood pressure as well,um when when you have uh an examination with us well check your    bp ******** as well,and -> um; a -> uh; blood -> bp,3,pressure,1,,0,13
2649,just to make sure your **** pills still appropriate for you because sometimes if we if we do think its a migraine then you would have to change your pill if youve had these flashing lights and things like that,just to make sure your pill    is still appropriate for you because sometimes if we if we do think its a migraine then you would have to change your pill if youve had these flashing lights and things like that,pills -> is,1,,0,pill,1,38
2650,well some ** so that pill if you were having ** regular migraines with um flashing lights or other symptoms it wouldnt be suitable to stay on that pill particularly wed have to change it to something else,well some pi so that pill if you were having mi regular migraines with um flashing lights or other symptoms it wouldnt be suitable to stay on that pill particularly wed have to change it to something else,,0,,0,pi; mi,2,36
2651,ok and ***** whereabouts in your head is the pain,ok and where      abouts in your head is the pain,whereabouts -> abouts,1,,0,where,1,8
2652,um and um yeah vision i think i get this shooting  light sometimes,um and um yeah vision i think i get   it shooting lights sometimes,this -> it; light -> lights,2,,0,,0,11
2653,um not sure how to explain it just a bit of um weird kind of vision,um not sure how to explain it just a bit of  a weird kind of vision,um -> a,1,,0,,0,15
2654,uh no feeling a bit sick but no vomiting,mm no feeling a bit sick but no vomiting,uh -> mm,1,,0,,0,8
2655,no none at all,no  not at all,none -> not,1,,0,,0,3
2656,um i   was sick   but      i       had no more headache its just um a bit of a pressure in between my eyes um,um i would  say quite normal headaches ** **** ******** *** just um a bit of a pressure in between my eyes um,was -> would; sick -> say; but -> quite; i -> normal; had -> headaches,5,no; more; headache; its,4,,0,14
2657,**** kinda all the time um so when i take ibuprofen it gets a bit better so its a bit like less um it it bothered me less but then i still have it its still there,kind    of all the time um so when i take ibuprofen it gets a bit better so its a bit like less um  i it  bothers me less but then i still have it its still there,kinda -> of; it -> i; bothered -> bothers,3,,0,kind,1,33
2658,i guess its mostly eight and then it kinda comes down to maybe a five,i guess its mostly eight and then it comes comes down to maybe a five,kinda -> comes,1,,0,,0,14
2659,uh can you hear me * better    now,uh can you give me a  phone number,hear -> give; better -> phone; now -> number,3,,0,a,1,4
2660,sometimes when i stand up quickly i get  a bit of a stabbing pain um or if i throw my head like it i  kind of feel like something is moving inside,sometimes when i stand up quickly i get up and uh * stabbing pain um or if i  turn my head like  i i kinda ** feel like something is moving inside,a -> up; bit -> and; of -> uh; throw -> turn; it -> i; kind -> kinda,6,a; of,2,,0,24
2661,um yeah * actually had one recently and nothing changed ** my vision,um yeah i actually had one recently and nothing changed in my vision,,0,,0,i; in,2,11
2662,um no change of weight maybe um lack of energy but it might be because im just having these headaches so im find it quite difficult to go through my daily activities *** you know when you have this constant headache,uh no change of weight maybe um lack of energy but it might be because im just having these headaches so  i find it quite difficult to go through my daily activities but you know when you have this constant headache,um -> uh; im -> i,2,,0,but,1,38
2663,um i work from home but * couldnt really manage to do it all the time so sometimes i just took   a day off,um i work from home but i couldnt really manage to do it all the time so sometimes i just   do the day off,took -> do; a -> the,2,,0,i,1,21
2664,um ok sorry about that,uh ok sorry about that,um -> uh,1,,0,,0,4
2665,um so i worked from home all these three days and um first day i worked from home and then um the second *** i just took the whole day off and today i just tried to work from home the first half of the day but i i just stopped in the morning cause i couldnt focus,um so i   work from home all these three days and um first day i   work from home and then um the second day i just took the whole day off and today i just tried to work from home the first half of the day but i i just stopped in the morning cause i couldnt focus,worked -> work; worked -> work,2,,0,day,1,55
2666,um ** i think i only had         a a pain um when i was younger but no causes   found and that went away but thats the only thing i know of,um oh i think i only had abdominal * pain um when i was younger but no causes problem and that went away but thats the only thing i know of,a -> abdominal; found -> problem,2,a,1,oh,1,27
2667,um just the pill,um just the belt,pill -> belt,1,,0,,0,3
2668,uh no i dont think so,oh no i dont think so,uh -> oh,1,,0,,0,5
2669,um no ** ******* these headaches just very recently but nothing um ** ***** ***** ***** *** but nothing really changes,um no uh because  this  headache just very recently  so nothing um uh about three years ago but nothing really changes,these -> this; headaches -> headache; but -> so,3,,0,uh; because; uh; about; three; years; ago,7,11
2670,um yeah i had it checked in the pharmacy when i got the pill and they  say it was normal,uh yeah i had it checked in the pharmacy when i got the pill and they said it was normal,um -> uh; say -> said,2,,0,,0,18
2671,uh a year ago,about a year ago,uh -> about,1,,0,,0,3
2672,um probably like three ***** once a week,um probably like three beers once a week,,0,,0,beers,1,7
2673,um ive been having this blinding headache for a few days um and its like really bothering me and ** i find it very hard to focus or like i cant even go to work,um ive been having this blinding headache for a few days um and its like really bothering me and uh i find it very hard to focus or like i cant even go to work,,0,,0,uh,1,34
2674,uh no i didnt *** i dont really feel feverish or anything,uh no i didnt but i dont really feel    fever or anything,feverish -> fever,1,,0,but,1,10
2675,yeah its not um but you mentioned migraine and that um reminded ** that my mum suffers from like she has migraines um,yeah its not um but you mentioned migraine and that um reminded me that my mom suffers from like she has migraines um,mum -> mom,1,,0,me,1,21
2676,um no i think thats it but i know that my mum like she has quite bad migraines shes like has the vomiting and everything **** ****,um no i think thats it but i know that my mom like she has quite bad migraines shes like has the vomiting and everything like that,mum -> mom,1,,0,like; that,2,24
2677,not really just theyre on and off um i recently had   a a one for like two days um but it just went away with ibuprofen so nothing like more longer than two days before,not really just   stay on and off um i recently had the * one for like two days um but it just went away with ibuprofen so nothing like   or longer than two days before,theyre -> stay; a -> the; more -> or,3,a,1,,0,31
2678,um so  will you like um send me a referral to a specialist or do i have to ******* to confirm,um so would you like um send me a referral to a specialist or do i have to support to     get,will -> would; confirm -> get,2,,0,support,1,18
2679,doesnt really go away with ibuprofen either i   try that but it just it gets a little bit better but like ** doesnt go away,doesnt really go away with ibuprofen either i tried that but it just it gets a little bit better but like it doesnt go away,try -> tried,1,,0,it,1,23
2680,um its kind of all over but i feel like over my right eye its um bit stronger,um its kind of all over but i feel like over my right eye  is  a bit stronger,its -> is; um -> a,2,,0,,0,16
2681,hi doctor smith hi can you confirm your name date of birth and your home address please,hi ****** ***** ** can you confirm your name date of birth and your home address please,,0,doctor; smith; hi,3,,0,14
2682,** so it means if youre if youre there and uh you just feel it sort of jolt like give way feel unstable underneath you,um so it means if youre if youre there and ** you just feel it sort of jolt like give way feel unstable underneath you,,0,uh,1,um,1,23
2683,** and does it hurt uh how far into the run does it generally hurt,mm and does it hurt uh how far into the run does it generally hurt,,0,,0,mm,1,14
2684,ok ooh youre fast um,ok  oh youre fast **,ooh -> oh,1,um,1,,0,3
2685,and any problems with your left one,um any problems with your left one,and -> um,1,,0,,0,6
2686,ok and can you just describe in the knee or show me whereabouts the pain is happening mainly,ok *** can you just describe in the knee or show me whereabouts the pain is happening mainly,,0,and,1,,0,17
2687,ok * does it look swollen to you,ok d does it look swollen to you,,0,,0,d,1,7
2688,and ** intervals of range of movement are you able to fully straighten the leg,and in     terms of range of movement are you able to fully straighten the leg,intervals -> terms,1,,0,in,1,13
2689,ok   i are you in a private place where you can have a consultation today,ok are are you in a private place where you can have a consultation today,i -> are,1,,0,,0,14
2690,ok and any other joint problems that youre getting any back pains small swelling of your hands feet elbows wrists any pain,ok and any other joint problems that youre getting any back  pain small swelling of your hands feet elbows wrists any pain,pains -> pain,1,,0,,0,21
2691,any change in colour or temperature of your lower legs,any change in  color or temperature of your lower legs,colour -> color,1,,0,,0,9
2692,um and with your foot has that gone back to normal now ** do you feel any altered senstation tingling numbness anything like that,um and with your foot has that gone back to normal now or do you feel any altered  sensation tingling numbness anything like that,senstation -> sensation,1,,0,or,1,22
2693,ok and any pain in the joints of your foot or ** on the underside in the arch any problems walking  round on hard floors,ok and any pain in the joints of your foot or un on the underside in the arch any problems walking around on hard floors,round -> around,1,,0,un,1,23
2694,** and what i would suggest is definitely carrying on with the ice therapy that youve been using so as much as you can cause that really does make a difference to injuries,ok  um what i would suggest is definitely carrying on with the ice therapy that youve been using so as much as you can cause that really does make a difference to injuries,and -> um,1,,0,ok,1,31
2695,um obviously youre trying to stick to a marathon programme but,um obviously youre trying to stick to a marathon   program but,programme -> program,1,,0,,0,10
2696,um its fine to take the ibuprofen um i can prescribe you a slightly stronger             anti inflammatory that you can take regularly instead of the ibuprofen but not with the ibuprofen,um its fine to take the ibuprofen um i can prescribe you a slightly stronger antiinflammatory ************ that you can take regularly instead of the ibuprofen but not with the ibuprofen,anti -> antiinflammatory,1,inflammatory,1,,0,29
2697,but make sure that with food ** ultimately we probably need to examine the knee,but make sure that with food um ultimately we probably need to examine the knee,,0,,0,um,1,14
2698,um so the best thing i would suggest getting  a appointment with the physiotherapist first who can do like a long assessment and examination of the knee,um so the best thing i would suggest getting an appointment with the physiotherapist first you can do like a long assessment and examination of the knee,a -> an; who -> you,2,,0,,0,25
2699,and then we can make an assessment as to whether we need to do any um imagery to have a look inside  the knee and see if theres any problem with the cartilage,and then ** *** make an assessment as to whether we need to do any um imagery to have a look inside your knee and see if theres any problem with the cartilage,the -> your,1,we; can,2,,0,30
2700,um its its not really possible to diagnose that over the ***** over the video so we definitely would need to see you and the a physio is the best point of call because theyll probably be the most likely initial treatment,um its its not really possible to diagnose that over the phone over the video so we definitely would need to see you  um the a physio is the best point of call because thatll probably be the most likely initial treatment,and -> um; theyll -> thatll,2,,0,phone,1,39
2701,but certainly if the appointment **** times too long to wait then we can see we can see you in our clinic as well,but certainly if the appointment time    is too long to wait then we can see we can see you in *** ****** as well,times -> is,1,our; clinic,2,time,1,20
2702,**** yep we can we can do a referral before that if in the meantime ** you develop like persistant swelling heat redness um of the knee or high temperature feel unwell or it completely locks up and you cant bend and stretch it,yeah and we can we can do a referral    for that if in the meantime if you develop like persistent swelling heat redness um of the knee or high temperature feel unwell or it completely locks up and you cant bend and stretch it,yep -> and; before -> for; persistant -> persistent,3,,0,yeah; if,2,39
2703,then youd need to see a doctor urgently so call us back * in that case **,then  you need to see a doctor urgently so call us back i in that case ok,youd -> you,1,,0,i; ok,2,14
2704,so im training well im currently training for a marathon um thats gonna happen in june and so im trying to run like,so im training well im currently training for a marathon um   its gonna happen in june and so im trying to run like,thats -> its,1,,0,,0,22
2705,and then uh uh and then you know i go to the gym like   few times a week and **** kinda do my usual routine,and then uh uh and then you know i go to the gym like three times a week and kind    of do my usual routine,few -> three; kinda -> of,2,,0,kind,1,22
2706,um well i what do you mean by that im not sure what what that means,um well i what do you mean by that im not sure what what   it means,that -> it,1,,0,,0,15
2707,not not  bad i mean it just kinda starts hurting you know um,not not that i mean it just kinda starts hurting you know um,bad -> that,1,,0,,0,12
2708,you know i would say ** probably starts off like after uh maybe twenty minutes or so which is probably i dont know like somewhere around mile three maybe    two  and a half or three miles,you know i would say it probably starts *** like after uh maybe twenty minutes or so which is probably i dont know like somewhere around mile three maybe twenty five * **** or three miles,two -> twenty; and -> five,2,off; a; half,3,it,1,30
2709,yes my name is mary jo ** date of birth is january *** *** ********* ****   first nineteen eighty,"yes my name is mary jo my date of birth is january 1st one thousand, nine hundred      and eighty",first -> hundred; nineteen -> and,2,,0,"my; 1st; one; thousand,; nine",5,12
2710,*** ** ** ** switching my kilometres and miles im not sure   all right,are we uh im switching my kilometers  in miles im not sure sorry *****,kilometres -> kilometers; and -> in; all -> sorry,3,right,1,are; we; uh; im,4,6
2711,um and when i start doing my abs thats you know when i do my abs its kind of requiring me to move my you know um to kind of go from the flex position on my knees and straighten my legs then i feel all  this clicking,um and when i start doing my abs  that you know when i do my abs  it kind of   require me to move my you know um to kind of go from the flex position of my knees and straighten my legs then i hear all these clicking,thats -> that; its -> it; requiring -> require; on -> of; feel -> hear; this -> these,6,,0,,0,42
2712,and i think thats also freaked me out and   uh i just figured you know somethings wrong here,and i think thats also freaked me out and then i just figured you know somethings wrong here,uh -> then,1,,0,,0,17
2713,so ah you know i i feel it its kind of weird i feel it in the middle but i almost feel like maybe it kind of uh um moves to the right to the right of my knee a little bit,so uh you know i i feel it its kind of weird i feel it in the middle but i almost feel like maybe it kind of uh um moves to the right to the right of my knee a little bit,ah -> uh,1,,0,,0,41
2714,and my address is uh sixty sloane avenue london,and my address is um sixty  sloan avenue london,uh -> um; sloane -> sloan,2,,0,,0,7
2715,um but it just kind of comes on when uh um or you know right now when i flex and extend my leg it theres no clicking but ill notice it in the gym and then you know when i run ** itll start hurting,um but it just kind of comes on when uh um or you know right now when i flex and extend my leg it theres no clicking but ill notice it in the gym and then you know when i run it will start hurting,itll -> will,1,,0,it,1,43
2716,no none i dont,no   no i dont,none -> no,1,,0,,0,3
2717,well um since youre asking um yes i i take ibuprofen um and ill just **** kinda use it sometime like uh um like sometimes i have some joint issues but you know that kind of is not very frequent so ill take ibuprofen for that,well um since youre asking um yes i i take ibuprofen um and ill just kind    of use it sometime like uh um like sometimes i have some joint issues but you know that kind of is not very frequent so ill take ibuprofen for that,kinda -> of,1,,0,kind,1,44
2718,but you know its nothing like major maybe like four hundred milligrams max something like that,but you know its nothing like major maybe like four hundred         mg max something like that,milligrams -> mg,1,,0,,0,15
2719,i also sometimes will um you know smoke a joint,i also sometimes will uh you know smoke a joint,um -> uh,1,,0,,0,9
2720,uh well i have sometimes you know how sometimes like if you stand for a long time your feet will kinda or your legs will swell up like i noticed it because of my socks ill just kind of notice this indentation,uh well i have sometimes you know how sometimes like if you stand for a long time your feet will kinda or your legs will swell up like i noticed it because of my socks ill just kind of notice this         ins,indentation -> ins,1,,0,,0,41
2721,and then another weird thing ive felt this just once but there was this tingling in my toes like uh um after the run,and then another weird thing   i felt this just once but there was this tingling in my toes like uh um after the run,ive -> i,1,,0,,0,23
