sentence_num,ref,hyp,sub,sub_count,del,del_count,ins,ins_count,nochange
1410,i complain * alot with skin allergy,i complain a  lot with skin allergy,alot -> lot,1,,0,a,1,5
1411,i feel discomfort throughout the body in general,i feel discomfort      throw the body in general,throughout -> throw,1,,0,,0,7
1412,chronic disease of   hair follicles and sebaceous glands,chronic disease of higher follicles *** sebaceous  gland,hair -> higher; glands -> gland,2,and,1,,0,5
1413,i cut my hand a couple of days ago and although i didnt think i needed it  stitches it hasnt closed up,i cut my hand a couple of days ago and    those i didnt think i needed it stitching it hasnt closes up,although -> those; stitches -> stitching; closed -> closes,3,,0,,0,19
1414,i have tried to  relief it but i cant,i have tried to relieve it but i cant,relief -> relieve,1,,0,,0,8
1415,when i do  hard exercises i feel great pain in my muscles,when i do heart exercises i feel great pain in my muscles,hard -> heart,1,,0,,0,11
1416,i feel dizzy after doing  a muscular effort,i feel dizzy after going on      off ******,doing -> going; a -> on; muscular -> off,3,effort,1,,0,4
1417,i have difficulty moving my neck,i have  difficult moving my neck,difficulty -> difficult,1,,0,,0,5
1418,i feel dizzy after severe diarrhea,what   is    uh after ****** ********,i -> what; feel -> is; dizzy -> uh,3,severe; diarrhea,2,,0,1
1419,i feel pain in my head with   a vertigo,i feel pain in my head with the vertigo,a -> the,1,,0,,0,8
1420,i have     a foot ache in winter   or when it feels cold why,my neck hurts   me  and  i   cant look down or    up **** ***,i -> my; have -> neck; a -> hurts; foot -> me; ache -> and; in -> i; winter -> cant; or -> look; when -> down; it -> or; feels -> up,11,cold; why,2,,0,0
1421,i feel like the room is spinning,ok **** **** the room is       in,i -> ok; spinning -> in,2,feel; like,2,,0,3
1422,i feel pain in my neck while im working,that  the pain in my neck where im walking,i -> that; feel -> the; while -> where; working -> walking,4,,0,,0,5
1423,my   back got injured   while    i was lifting at the gym,my friend got      in uruguay were not   again ** *** ***,back -> friend; injured -> in; while -> uruguay; i -> were; was -> not; lifting -> again,6,at; the; gym,3,,0,2
1424,i cant sleep because  of cough,i  can sleep     you got     a,cant -> can; because -> you; of -> got; cough -> a,4,,0,,0,2
1425,i have a cold and  it makes  me cough alot,i have a  cow and get    my cow  long ****,cold -> cow; it -> get; makes -> my; me -> cow; cough -> long,5,alot,1,,0,4
1426,*   my abdominal muscles have great pain since i *** ** *   was  at  gym,i feel         a    pain   in    my back  when i sit on a chair for long,my -> feel; abdominal -> a; muscles -> pain; have -> in; great -> my; pain -> back; since -> when; was -> chair; at -> for; gym -> long,10,,0,i; sit; on; a,4,1
1427,i cant   see well,i cant sleep well,see -> sleep,1,,0,,0,3
1428,i feel great pain in my feet after playing one of      the sports games,* **** ***** **** in my **** ***** ******* one is fourteen ****** *****,of -> is; the -> fourteen,2,i; feel; great; pain; feet; after; playing; sports; games,9,,0,3
1429,there   is  a red stain in   my skin,now your so you  have  a pain ****,there -> now; is -> your; a -> so; red -> you; stain -> have; in -> a; my -> pain,7,skin,1,,0,0
1430,*** anytime i play tennis i feel a shoulder pain,any    time i play tennis i feel * shoulder pain,anytime -> time,1,a,1,any,1,7
1431,i lose    a lot of my hair,i    i lost *** ** my ****,lose -> i; a -> lost,2,lot; of; hair,3,,0,2
1432,my infected wound caused a fever,my infected wound caused * fever,,0,a,1,,0,5
1433,***** my muscles in my lower back are aching,there is    acne on my  face **** *** ******,my -> is; muscles -> acne; in -> on; lower -> face,4,back; are; aching,3,there,1,1
1434,** there is acne on my face,uh there is acne on my face,,0,,0,uh,1,6
1435,ive had this cough for two weeks,i had   he    co for two weeks,ive -> i; this -> he; cough -> co,3,,0,,0,4
1436,i **** **** ****    have   a  pain internal,i feel pain went parting the loved      one,have -> parting; a -> the; pain -> loved; internal -> one,4,,0,feel; pain; went,3,1
1437,i   do not feel better in my muscles,it will not feel better in my  muscle,i -> it; do -> will; muscles -> muscle,3,,0,,0,5
1438,i feel a huge emotional pain after i broke up with my girlfriend,i feel i feel ********* **** ***** i broke up with my    friends,a -> i; huge -> feel; girlfriend -> friends,3,emotional; pain; after,3,,0,7
1439,i feel    that its hard to breath for me specially after running or making any effort,at   my surgery *** **** ** ****** *** ** ********* after running um ****** any asthma,i -> at; feel -> my; that -> surgery; or -> um; effort -> asthma,5,its; hard; to; breath; for; me; specially; making,8,,0,3
1440,i cant move  my head up and down,i  can move her **** up and down,cant -> can; my -> her,2,head,1,,0,5
1441,my shoulder muscle hurts when i try to reach up,not        a  month   ago **** * *** ** ***** **,my -> not; shoulder -> a; muscle -> month; hurts -> ago,4,when; i; try; to; reach; up,6,,0,0
1442,i used to be out of breath after going up a dozen   of stairs but     now i struggle to breath even when i sit down,i feel ** ** *** ** ****** ***** ***** ** a sharp pain     in  my stomach * ******** ** ****** **** **** * *** ****,used -> feel; dozen -> sharp; of -> pain; stairs -> in; but -> my; now -> stomach,6,to; be; out; of; breath; after; going; up; i; struggle; to; breath; even; when; i; sit; down,17,,0,2
1443,my infected wound  cause fever,my infected wound caused fever,cause -> caused,1,,0,,0,4
1444,when i carry heavy things  i feel like breaking      my back,**** i  feel  pain     in my head with      the vertigo ****,carry -> feel; heavy -> pain; things -> in; i -> my; feel -> head; like -> with; breaking -> the; my -> vertigo,8,when; back,2,,0,1
1445,i used to have acne when i was fifteen years old,i used to have   an when * *** fifteen years ***,acne -> an,1,i; was; old,3,,0,7
1446,i feel head     ache,i feel    a headache,head -> a; ache -> headache,2,,0,,0,2
1447,i have pain ** but    i cant specify   place,i feel pain in  my head with     the vertigo,have -> feel; but -> my; i -> head; cant -> with; specify -> the; place -> vertigo,6,,0,in,1,2
1448,it hurts when i bent my arm,it hurts when i bend my arm,bent -> bend,1,,0,,0,6
1449,the feeling of coughing increases in winters reach,the feeling of coughing increases in  winter reach,winters -> winter,1,,0,,0,7
1450,i am worried for my driving because i can barely focus when  i am at the wheel my eyes feel teary,i am worried for my driving because i can barely focus when im ** at the wheel my eyes feel teary,i -> im,1,am,1,,0,19
1451,there is a sharp pain in my calve,there is a sharp pain in my   car,calve -> car,1,,0,,0,7
1452,i never had any acne problem until my last pregnancy when all of a sudden my back got covered in zits,i never had any acne problem until my last pregnancy when all of a sudden my back got covered in this,zits -> this,1,,0,,0,20
1453,after an        hard working day i have foot ache,after an hardworking ******* day i have foot ache,hard -> hardworking,1,working,1,,0,7
1454,i have a    foot ache after running **** ******* 500m with my running shoes,i have a footage **** after running five hundred    m with my running shoes,foot -> footage; 500m -> m,2,ache,1,five; hundred,2,9
1455,when i tried to answer the phine call i found that i cant hear the voice of the speaker,when i tried to answer the phone call i found that i  can hear the voice of the speaker,phine -> phone; cant -> can,2,,0,,0,17
1456,when i walk its hard to  breath,when i walk its hard to breathe,breath -> breathe,1,,0,,0,6
1457,i walked     a long for three         km i feel pain in my foot like foot ache,i walked along **** for three kilometers i feel pain in my foot like foot   ae,a -> along; km -> kilometers; ache -> ae,3,long,1,,0,12
1458,when i go to sleep  i am feeling cold,when i go to sleep im ** feeling cold,i -> im,1,am,1,,0,7
1459,i have * severe shoulder pain,i have a severe shoulder pain,,0,,0,a,1,5
1460,i have * whooping cough with excess mucous need mucolytic,i have a whooping cough with excess  mucus near mucolytic,mucous -> mucus; need -> near,2,,0,a,1,7
1461,i am worried how cold ****** intolerant i am  i am always shivering even out in the sun,i am worried how cold indoor        and i am im ** always shivering even out in the sun,intolerant -> and; i -> im,2,am,1,indoor,1,14
1462,my daughter had her ears pierced and ** one of her ear lobes is bright red and burning hot,my daughter had her ears pierced and uh one of her ear lobes is bright red and burning hot,,0,,0,uh,1,18
1463,i get  i joint pain when i try to bend my leg or my arm,i get uh joint pain when i try to bend my leg or my arm,i -> uh,1,,0,,0,14
1464,i have a wound between my toes that gets better overnight and then reopens  ever day when i wear dress shoes to work,i have a wound between my toes that gets better overnight and then reopens every day when i wear  rush shoes to work,ever -> every; dress -> rush,2,,0,,0,21
1465,cramps along the whole abdomen,cramps along the  oral abdomen,whole -> oral,1,,0,,0,4
1466,my son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected,my son nicked his neck with an old  bier and that spot has become inflamed and looks like it is infected,razor -> bier,1,,0,,0,20
1467,i have * general discomfort in my torso,i have a general discomfort in my torso,,0,,0,a,1,7
1468,my cut yellow or ******** greenishcolored  pus,my cut yellow or greenish         colored puff,greenishcolored -> colored; pus -> puff,2,,0,greenish,1,4
1469,*  ive noticed my hair falling out a lot lately,i have noticed my hair falling out a lot lately,ive -> have,1,,0,i,1,8
1470,at first it feels really numb but then   a thousand needles start to prick through my foot,at first it feels really numb but then one thousand needles start to break through my foot,a -> one; prick -> break,2,,0,,0,15
1471,my hair is falling out in * huge amount,my hair is falling out in a huge amount,,0,,0,a,1,8
1472,my child has   cough all night she cant sleep,my child has coughed all night she cant sleep,cough -> coughed,1,,0,,0,8
1473,* im very worried that *  ill go bald soon am i very sick,i am very worried that i will go bald soon am i very sick,im -> am; ill -> will,2,,0,i; i,2,10
1474,i have a  hard pain in my stomach,i have a heart pain in my stomach,hard -> heart,1,,0,,0,7
1475,when * im too high i start to feel dizzy,when i am too high i start to feel dizzy,im -> am,1,,0,i,1,8
1476,i may have overdone it with the ****** weightlifting because i am afraid i may have torn a muscle on my back,i may have overdone it with the weight       lifting because i am afraid i may have torn a muscle on my back,weightlifting -> lifting,1,,0,weight,1,20
1477,everything looks  like beeing in a smoky area,everything looks being ****** in a smoky area,like -> being,1,beeing,1,,0,6
1478,i feel pain inside and i    can not identify it,i feel pain inside and i cannot *** identify it,can -> cannot,1,not,1,,0,8
1479,sometimes my body feels week without reason,sometimes my body feels weak without reason,week -> weak,1,,0,,0,6
1480,my shoulder aches when i try to lift five pounds,my shoulder aches when i try to lift five    lbs,pounds -> lbs,1,,0,,0,9
1481,* im not hearing well i have * problem with my ear,i am not hearing well i have a problem with my ear,im -> am,1,,0,i; a,2,9
1482,my heart hurts while * im sad why,my heart hurts while i am sad why,im -> am,1,,0,i,1,6
1483,i feel like l fell in hot water,i feel like i fell in hot water,l -> i,1,,0,,0,7
1484,in **** highschool i had a lot of ** acne,in high     school i had a lot of es   in,highschool -> school; acne -> in,2,,0,high; es,2,6
1485,my body feels like ** its in a refrigerator,my body feels like it  is in a refrigerator,its -> is,1,,0,it,1,7
1486,i had internal pain and  gases when i ate indian spicy food yesterday,i had internal pain and gasses when i ate indian spicy food yesterday,gases -> gasses,1,,0,,0,12
1487,my  kee is swallowing which indicates i have an infected wound,my knee is swallowing which indicates i have an infected wound,kee -> knee,1,,0,,0,10
1488,a terrible fall in hair,a terrible fall in  her,hair -> her,1,,0,,0,4
1489,** its hard to see things,it  is hard to see things,its -> is,1,,0,it,1,4
1490,surgical wounds red firing pus painful and hot to the touch,surgical  wound red firing pur painful and not to the touch,wounds -> wound; pus -> pur; hot -> not,3,,0,,0,8
1491,my cbc report indicate ten hb i feel tired of ** little work,my cbc report indicate ten hb i feel tired of my little work,,0,,0,my,1,12
1492,standing less than five minutes and my back start to ache,standing less than five minutes and my back start to  act,ache -> act,1,,0,,0,10
1493,* im in need for a treatment for my hair fall,i am in need for a treatment for my hair fall,im -> am,1,,0,i,1,9
1494,the pain in my back dwwls like a sharp knife in it,the pain in my back deals like a sharp knipe in it,dwwls -> deals; knife -> knipe,2,,0,,0,10
1495,*  ive been feeling very sad lately,i have been feeling very sad lately,ive -> have,1,,0,i,1,5
1496,severe pain in the ear,severe pain in the  er,ear -> er,1,,0,,0,4
1497,i have shoulder pain after doing any     home work,i have shoulder pain after doing any homework ****,home -> homework,1,work,1,,0,7
1498,i have a skin rash after eating an *** icecream,* have a skin rash after eating an ice    cream,icecream -> cream,1,i,1,ice,1,7
1499,my daughter was bit by her cat and now her hand is sore red and swollen and the wound is oozing liquid,my daughter was bit by her cat and now her hand is   so red and swollen and the wound is  using liquid,sore -> so; oozing -> using,2,,0,,0,20
1500,when i remember her i feel down,when i remember her i fell down,feel -> fell,1,,0,,0,6
1501,my temperature dropped and my body get * **** synosed,my temperature dropped  on my body get a sign      of,and -> on; synosed -> of,2,,0,a; sign,2,6
1502,i visited many doctors but they cant find the right treatment ** toget my hair back,i visited many doctors but they cant find the right treatment to   get my hair back,toget -> get,1,,0,to,1,14
1503,my shoulder hurts when i try to reach something above my head,my shoulder hurts when i try to   eat something above my head,reach -> eat,1,,0,,0,11
1504,i am struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,im ** struggling to bear weight on my knee when i stand straight i feel and hear a loud popping noise,i -> im,1,am,1,,0,19
1505,my heart is pumping fast and * im having a hard time to  breath,my heart is pumping fast and i am having a hard time to breathe,im -> am; breath -> breathe,2,,0,i,1,11
1506,i think ***** theres fluid in my ears,i think there     is fluid in my ears,theres -> is,1,,0,there,1,6
1507,when * im tired i feel my head heavy,when i am tired i feel my head heavy,im -> am,1,,0,i,1,7
1508,mr hair is falling out just by combing it,my hair is falling out just by combing it,mr -> my,1,,0,,0,8
1509,when * im awake in the morning i feel strange and have vertigo,when i am awake in the morning i feel strange and have vertigo,im -> am,1,,0,i,1,11
1510,ive got a hard time to  breath am i having a heart attack,ive got a hard time to breathe um i having a heart attack,breath -> breathe; am -> um,2,,0,,0,11
1511,every morning when i wake up my neck feels like i   slept on  in wrong,every morning when i wake up my neck feels like i slipped on and wrong,slept -> slipped; in -> and,2,,0,,0,13
1512,is my cut infected or just healing,is my gut infected or just healing,cut -> gut,1,,0,,0,6
1513,***** ** theres swelling in my neck and it hurts,there is      a swelling in my neck and it hurts,theres -> a,1,,0,there; is,2,7
1514,what helps cuts heal faster,what helps kurz heal faster,cuts -> kurz,1,,0,,0,4
1515,since i went into the forest i have pain on my  ear,since i went into the forest i have pain on my heel,ear -> heel,1,,0,,0,11
1516,i feel a strange and powerful pain inside my     rib cage,i feel a strange and powerful pain inside my ribcage ****,rib -> ribcage,1,cage,1,,0,9
1517,*  ive been over my cold for weeks but still cough every day,i have been over my cold for weeks but still cough every day,ive -> have,1,,0,i,1,11
1518,when * im doing sport i have pain under my skin,when i am doing sport i have pain under my skin,im -> am,1,,0,i,1,9
1519,my acne is really  embarassing its so read,my acne is really embarrassing its so  red,embarassing -> embarrassing; read -> red,2,,0,,0,6
1520,after a ***** breakup i feel something strange in me,after a break      up i feel something strange in me,breakup -> up,1,,0,break,1,8
1521,when * im driving my eyes see in double,when i am driving my eyes see in double,im -> am,1,,0,i,1,7
1522,i hit myself and the would doesnt want to heal,i hit myself and the wound doesnt want to heal,would -> wound,1,,0,,0,9
1523,it hurts when i bent my arm,it hurts when i bend my arm,bent -> bend,1,,0,,0,6
1524,i have pain in my stomach,i have pain on my stomach,in -> on,1,,0,,0,5
1525,i have a great pain in my foot like thrombing pain * with relaxing my pain releif,i have a great pain in my foot like   numbing pain i with ******** my pain relief,thrombing -> numbing; releif -> relief,2,relaxing,1,i,1,13
1526,i cut my finger opening     a can it wont stop bleeding and the wound is  gaping and open,i cut my finger opening again *** it wont stop bleeding and the wound is gapping and open,a -> again; gaping -> gapping,2,can,1,,0,15
1527,i have a skin rash after eating an *** icecream,i have a skin rash after eating an ice    cream,icecream -> cream,1,,0,ice,1,8
1528,my cbc report indicate ten hb i feel tired of little work,my cbc report indicate ten ** i feel tired of little work,,0,hb,1,,0,11
1529,my temperature dropped and my body **** get synosed,my temperature    drop and my body gets you    know,dropped -> drop; get -> you; synosed -> know,3,,0,gets,1,5
1530,i get an ear ache when it is cold,i get an ear acne when it is cold,ache -> acne,1,,0,,0,8
1531,when i stand up too quick my vision is blurry,when i stand up too  quit my vision is blurry,quick -> quit,1,,0,,0,9
1532,i made lots and lots of analysis to know the main reason for my stomach ache,i made lots and lots of analysis to know the main reason for my stomach ****,,0,ache,1,,0,15
1533,i visited many doctors but they cant find the right treatment ** toget my hair back,i visited many doctors but they cant find the right treatment to   get my hair back,toget -> get,1,,0,to,1,14
1534,i cant  breath because of cough,i cant breathe because of cough,breath -> breathe,1,,0,,0,5
1535,the pain in my back dwwls like a sharp knife in it,the pain in my back   dls like a sharp knife in it,dwwls -> dls,1,,0,,0,11
1536,there is a sharp pain in my *****  calve,there is a sharp pain in my clock called,calve -> called,1,,0,clock,1,7
1537,i have a pain that radiates up *** from my **** right hip to my rib cage it is at its worst when i urinate,i have a pain that radiates up and from my left right *** to my rib cage it is at its worst when i urinate,,0,hip,1,and; left,2,22
1538,the wound is ** still open,the wound is is still   ok,open -> ok,1,,0,is,1,4
1539,when i play football i have *** joint pain,when i play football i have the joint pain,,0,,0,the,1,8
1540,im in need for a treatment for my hair fall,im in need for a treatment for my hair  for,fall -> for,1,,0,,0,9
1541,i get   i joint pain when i try to bend my leg or my arm,i get eye joint pain when i try to bend my leg or my arm,i -> eye,1,,0,,0,14
1542,my daughter had her ears pierced and one of her ear  lobes is bright  red and burning hot,my daughter had her ears  fierce and one of her ear closes is bright eyed and burning hot,pierced -> fierce; lobes -> closes; red -> eyed,3,,0,,0,15
1543,surgical wounds red firing  pus painful and **  hot to the touch,surgical wounds red firing post painful and to hard to the touch,pus -> post; hot -> hard,2,,0,to,1,9
1544,my body feels **** weak after my first day in the gym why,my body feels like weak after my first day in the gym ***,,0,why,1,like,1,11
1545,my daughter was bit by her cat and now her hand is sore red and swollen and the wound is oozing liquid,my daughter was bit by her cat and now her hand is   so red and swollen and the wound is singly ******,sore -> so; oozing -> singly,2,liquid,1,,0,19
1546,when i remember her i feel down,when i remember her i feel ****,,0,down,1,,0,6
1547,i have shoulder pain after doing any     home work,i have shoulder pain after doing any homework ****,home -> homework,1,work,1,,0,7
1548,every time i take  a deep breath i start coughing,every time i take ad    p ****** i start ********,a -> ad; deep -> p,2,breath; coughing,2,,0,6
1549,*  ive been feeling very sad lately,i have been feeling very sad lately,ive -> have,1,,0,i,1,5
1550,there is pain in my joints i    can not bear pain,there is pain in my joints i cannot *** bear pain,can -> cannot,1,not,1,,0,9
1551,i think theres something wrong with my wound it does not seem to heal like it should,i think theres something wrong with my  bone it does not seem to heal like it should,wound -> bone,1,,0,,0,16
1552,i broke my ankle  while doing rock climbing in the carpathians,i broke my ankle mildly right rock climbing in the carpathians,while -> mildly; doing -> right,2,,0,,0,9
1553,i had a cut that was *** stitched together but it is not healing it is oozing green puss and burns,i had a cut that was his       to    where but it is not healing it is  using   the post and     b,stitched -> to; together -> where; oozing -> using; green -> the; puss -> post; burns -> b,6,,0,his,1,14
1554,i feel a **** ** boneonbone pain in my knees when i climb *** stairs,i feel a bone on       bone pain in my knees when i climb the stairs,boneonbone -> bone,1,,0,bone; on; the,3,11
1555,a terrible fall in hair,a terrible fall in here,hair -> here,1,,0,,0,4
1556,when i walk its hard to  breath,when i walk its hard to breathe,breath -> breathe,1,,0,,0,6
1557,i feel * **** a great amount of pressure of my head,i feel i feel a great amount of pressure on my head,of -> on,1,,0,i; feel,2,9
1558,standing less than five minutes and my back  start to ache,standing less than five minutes and my back starts to ache,start -> starts,1,,0,,0,10
1559,i cant  breath because of cough,i cant breathe because of cough,breath -> breathe,1,,0,,0,5
1560,i have a great pain in my foot like thrombing pain with relaxing my pain releif,i have a great pain in my foot like throbbing pain with relaxing my pain relief,thrombing -> throbbing; releif -> relief,2,,0,,0,14
1561,i had a cut that   was stitched together but it is not healing it is oozing green puss and burns,i had a cut that stich ******** together but it is not healing it is oozing green  pus and burns,was -> stich; puss -> pus,2,stitched,1,,0,17
1562,even though * im an adult my face keeps breaking out in pimples,even though i am an adult my face keeps breaking out in pimples,im -> am,1,,0,i,1,11
1563,i visited many doctors but they cant find the right treatment ** toget my hair back,i visited many doctors but they cant find the right treatment to   get my hair back,toget -> get,1,,0,to,1,14
1564,*  ive been feeling very sad lately,i have been feeling very sad lately,ive -> have,1,,0,i,1,5
1565,my temperature dropped and my body  get synosed,my temperature dropped and my body gets    ssed,get -> gets; synosed -> ssed,2,,0,,0,6
1566,i cut my finger opening a can it wont stop bleeding and the wound is  gaping and open,i cut my finger opening i can it wont stop bleeding and the wound is gapping and open,a -> i; gaping -> gapping,2,,0,,0,16
1567,when i stand up too quickly i feel as though * im going to faint,when i stand up too quickly i feel as though i am going to faint,im -> am,1,,0,i,1,13
1568,i have a pain that radiates up from my right hip to my rib cage it is at its worst when i urinate,i have a pain that radiates up from my right hip to my rib cage it is at its worst when i *******,,0,urinate,1,,0,22
1569,there is pain in my joints i    can not bear pain,there is pain in my joints i cannot *** bear pain,can -> cannot,1,not,1,,0,9
1570,the pain in my back  dwwls like a sharp knife in it,the pain in my back dwells like a sharp knife in it,dwwls -> dwells,1,,0,,0,11
1571,i have a skin rash after eating an *** icecream,i have a skin rash after eating an ice    cream,icecream -> cream,1,,0,ice,1,8
1572,my cbc report  indicate ten hb i feel tired of little work,my cbc report indicates ten hb i feel tired of little work,indicate -> indicates,1,,0,,0,11
1573,i have pain in my  colon and my stomach like something cutting it,i have pain in my column and my stomach like something cutting it,colon -> column,1,,0,,0,12
1574,* im having a hard time hearing,i am having a hard time hearing,im -> am,1,,0,i,1,5
1575,i have shoulder pain after doing any     home work,i have shoulder pain after doing any homework ****,home -> homework,1,work,1,,0,7
1576,i think ***** theres something wrong with my wound it does not seem to heal like it should,i think there     is something wrong with my wound it does not seem to heal like it should,theres -> is,1,,0,there,1,16
1577,i feel a **** ** boneonbone pain in my knees when i climb stairs,i feel a bone on       bone pain in my knees when i climb stairs,boneonbone -> bone,1,,0,bone; on,2,11
1578,when i stand up too quick my vision is blurry,when i stand up  to  quik my vision is blurry,too -> to; quick -> quik,2,,0,,0,8
1579,i have  front head pain and when i get it the light bothers me,i have friend head pain and when i get ** the light bottles **,front -> friend; bothers -> bottles,2,it; me,2,,0,10
1580,surgical wounds red firing pus painful and hot to the touch,surgical wounds red firing puo painful and hot to the touch,pus -> puo,1,,0,,0,10
1581,i broke my ankle while doing rock climbing in the *** carpathians,i broke my ankle while doing rock climbing in the car       parts,carpathians -> parts,1,,0,car,1,10
1582,i get an     ear ache when it is cold,i get an earache **** when it is cold,ear -> earache,1,ache,1,,0,7
1583,i knocked my foot and it really hurts,i   knock my foot and it really hurts,knocked -> knock,1,,0,,0,7
1584,my sore looks like its not healing well,eye sore looks like its not healing well,my -> eye,1,,0,,0,7
1585,* im in need for a treatment for my hair fall,i am in need for a treatment for my hair fall,im -> am,1,,0,i,1,9
1586,i have a problem in seeing objects it is too difficult to see,i have a problem in seeing  object it is too difficult to see,objects -> object,1,,0,,0,12
1587,*  ive noticed my hair falling out a lot lately,i have noticed my hair falling out a lot lately,ive -> have,1,,0,i,1,8
1588,i have whooping cough with excess mucous need mucolytic,i have whooping cough with excess  mucus need mucolytic,mucous -> mucus,1,,0,,0,8
1589,i feel like i can hardly breathe unless i get **** whats in my lungs out,i feel like i can hardly breathe unless i get what    is in my lungs out,whats -> is,1,,0,what,1,14
1590,i feel pain in the knee when walking,i feel pain in  my knee when walking,the -> my,1,,0,,0,7
1591,i feel like *  ive always got something in my throat,i feel like i have always got something in my throat,ive -> have,1,,0,i,1,9
1592,my wound opened up again,my wound   open up again,opened -> open,1,,0,,0,4
1593,i have a foot ache after running **** ******* 500m with ** my running shoes,i have a   fo  egg after running five hundred    m with so my running   sus,foot -> fo; ache -> egg; 500m -> m; shoes -> sus,4,,0,five; hundred; so,3,8
1594,*  ive tried reading books but nothing can cheer me up,i have tried reading books but nothing can cheer me up,ive -> have,1,,0,i,1,9
1595,i walked a long for three     km i feel pain in my foot like foot ache,i walked a long for three kilter i feel pain in my foot like foot ache,km -> kilter,1,,0,,0,15
1596,after an        hard working day i have foot ache,after an hardworking ******* day i have foot ache,hard -> hardworking,1,working,1,,0,7
1597,the feeling of coughing increases in winters  reach,the feeling of coughing increases in winters speech,reach -> speech,1,,0,,0,7
1598,my son has a lot of acne,my son has a lot of ****,,0,acne,1,,0,6
1599,i have a wound between my toes that gets better overnight and then reopens  ever day when i wear dress shoes to work,i have a wound between my toes that gets better overnight and then reopens every day when i wear dress shoes to work,ever -> every,1,,0,,0,22
1600,i feel sad like * hurt or * pain,i feel sad like a bird or a pain,hurt -> bird,1,,0,a; a,2,6
1601,i cannot bear this squeezing sensation i have in my chest,i cannot wear this squeezing sensation i have in my chest,bear -> wear,1,,0,,0,10
1602,i feel * strong pain in my knee after it was hit during the football match,i feel a strong pain in my knee after it was *** during the football match,,0,hit,1,a,1,14
1603,i stopped sports because i get injury from sports,i    stop sports because i get injury from sports,stopped -> stop,1,,0,,0,8
1604,my cut yellow or ******** greenishcolored pus,my cut yellow or greenish         colored pus,greenishcolored -> colored,1,,0,greenish,1,5
1605,my hair is falling out in * huge amount,my hair is falling out in a huge amount,,0,,0,a,1,8
1606,my son nicked his neck with an old razor and that spot has become inflamed and looks like it is infected,my  so nicked his neck with an old razor and that spot has become inflamed and looks like it is infected,son -> so,1,,0,,0,20
1607,i feel deep tingling when i touch * acne followed by bad sensation,i feel deep tingling when i touch a  con followed by bad sensation,acne -> con,1,,0,a,1,11
1608,my muscles feel tired,my  muscle feel tired,muscles -> muscle,1,,0,,0,3
1609,at first it feels really numb but then   a thousand needles start to prick through my foot,at first it feels really numb but then one thousand needles start to break through my foot,a -> one; prick -> break,2,,0,,0,15
1610,the pain in my back  dwwls like a sharp knife in it,the pain in my back dwells like a sharp knife in it,dwwls -> dwells,1,,0,,0,11
1611,i have shoulder pain after doing any     home work,i have shoulder pain after doing any homework ****,home -> homework,1,work,1,,0,7
1612,i cant  breath because of cough,i cant breathe because of cough,breath -> breathe,1,,0,,0,5
1613,there is pain in my joints i    can not bear pain,there is pain in my joints i cannot *** bear pain,can -> cannot,1,not,1,,0,9
1614,i have a great pain in my foot like thrombing pain with relaxing my pain releif,i have a great pain in my foot like  thrombin pain with relaxing my pain relief,thrombing -> thrombin; releif -> relief,2,,0,,0,14
1615,my hair is coming out in chunks especially when i wash it,my hair is coming out in  chunk especially when i wash it,chunks -> chunk,1,,0,,0,11
1616,i feel a **** ** boneonbone pain in my knees when i climb stairs,i feel a bone on       bone pain in my knees when i climb stairs,boneonbone -> bone,1,,0,bone; on,2,11
1617,my sore looks like its not healing well,my soul looks like its not healing well,sore -> soul,1,,0,,0,7
1618,* im having a hard time hearing,i am having a hard time hearing,im -> am,1,,0,i,1,5
1619,my temperature dropped and my body  get synosed,my temperature dropped and my body gets    sino,get -> gets; synosed -> sino,2,,0,,0,6
1620,i have front head pain and when i get it the light bothers me,i have front  hip pain and when i get it the light bothers me,head -> hip,1,,0,,0,13
1621,i made lots and lots of analysis to know the main reason for my stomach ache,i made lots and lots of analyses to know the main reason for my stomach ache,analysis -> analyses,1,,0,,0,15
1622,i get an     ear ache when it is cold,i get an earache **** when it is cold,ear -> earache,1,ache,1,,0,7
1623,i had a cut that was stitched together but it is not healing it is oozing green puss and burns,i had a cut that was stitched together but it is not healing it is oozing green  pus and burns,puss -> pus,1,,0,,0,19
1624,i have a skin rash after eating an *** icecream,i have a skin rash after eating an ice    cream,icecream -> cream,1,,0,ice,1,8
1625,i visited many doctors but they cant find the right treatment ** toget my hair back,i visited many doctors but they cant find the right treatment to   get my hair back,toget -> get,1,,0,to,1,14
1626,my cbc report indicate ten hb i feel tired of little work,my cbc report indicate ten hp i feel tired of little work,hb -> hp,1,,0,,0,11
1627,* im having a hard time reading because the letters are all fuzzy,i am having a hard time reading because the letters are all fuzzy,im -> am,1,,0,i,1,11
1628,i have an     ear ache that wont go away i *** dont have a cold or headache or any other symptoms just an  earache,i have an earache **** that wont go away i don    t have a cold or headache or any other symptoms just  a headache,ear -> earache; dont -> t; an -> a; earache -> headache,4,ache,1,don,1,18
1629,my knees ache on cold and rainy days,my knees ache on cold *** rainy days,,0,and,1,,0,7
1630,there ** pain in my foot,there is pain in my foot,,0,,0,is,1,5
1631,i complain * alot with skin allergy,i complain a  lot with skin allergy,alot -> lot,1,,0,a,1,5
